category,subcategory,brand,series,modelVariant,level,name,slug,fullPath,source,status,notes,canonicalRef
Otomobil,,Fiat,500,1.2 Lounge,MODEL_VARIANT,1.2 Lounge,1-2-lounge,Vasıta > Otomobil > Fiat > 500 > 1.2 Lounge,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Fiat,500,1.4 Sport,MODEL_VARIANT,1.4 Sport,1-4-sport,Vasıta > Otomobil > Fiat > 500 > 1.4 Sport,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Fiat,500C,,SERIES,500C,500c,Vasıta > Otomobil > Fiat > 500C,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Fiat,500L,,SERIES,500L,500l,Vasıta > Otomobil > Fiat > 500L,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Fiat,500L,1.3 Multijet Lounge,MODEL_VARIANT,1.3 Multijet Lounge,1-3-multijet-lounge,Vasıta > Otomobil > Fiat > 500L > 1.3 Multijet Lounge,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Fiat,500L,1.6 Multijet Rockstar,MODEL_VARIANT,1.6 Multijet Rockstar,1-6-multijet-rockstar,Vasıta > Otomobil > Fiat > 500L > 1.6 Multijet Rockstar,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Fiat,500X,,SERIES,500X,500x,Vasıta > Otomobil > Fiat > 500X,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Fiat,Albea,,SERIES,Albea,albea,Vasıta > Otomobil > Fiat > Albea,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Fiat,Albea,1.2 Active,MODEL_VARIANT,1.2 Active,1-2-active,Vasıta > Otomobil > Fiat > Albea > 1.2 Active,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Fiat,Albea,1.3 Multijet Active,MODEL_VARIANT,1.3 Multijet Active,1-3-multijet-active,Vasıta > Otomobil > Fiat > Albea > 1.3 Multijet Active,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Fiat,Albea,1.4 Fire Dynamic,MODEL_VARIANT,1.4 Fire Dynamic,1-4-fire-dynamic,Vasıta > Otomobil > Fiat > Albea > 1.4 Fire Dynamic,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Fiat,Brava,,SERIES,Brava,brava,Vasıta > Otomobil > Fiat > Brava,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Fiat,Bravo,,SERIES,Bravo,bravo,Vasıta > Otomobil > Fiat > Bravo,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Fiat,Bravo,1.4 T-Jet Sport,MODEL_VARIANT,1.4 T-Jet Sport,1-4-t-jet-sport,Vasıta > Otomobil > Fiat > Bravo > 1.4 T-Jet Sport,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Fiat,Bravo,1.6 Multijet Dynamic,MODEL_VARIANT,1.6 Multijet Dynamic,1-6-multijet-dynamic,Vasıta > Otomobil > Fiat > Bravo > 1.6 Multijet Dynamic,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Fiat,Egea Cross,,SERIES,Egea Cross,egea-cross,Vasıta > Otomobil > Fiat > Egea Cross,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Fiat,Egea Cross,1.4 Fire Street,MODEL_VARIANT,1.4 Fire Street,1-4-fire-street,Vasıta > Otomobil > Fiat > Egea Cross > 1.4 Fire Street,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Fiat,Egea Cross,1.3 Multijet Urban,MODEL_VARIANT,1.3 Multijet Urban,1-3-multijet-urban,Vasıta > Otomobil > Fiat > Egea Cross > 1.3 Multijet Urban,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Fiat,Egea Cross,1.6 Multijet Lounge,MODEL_VARIANT,1.6 Multijet Lounge,1-6-multijet-lounge,Vasıta > Otomobil > Fiat > Egea Cross > 1.6 Multijet Lounge,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Fiat,Egea Cross,1.5 T4 Hibrit,MODEL_VARIANT,1.5 T4 Hibrit,1-5-t4-hibrit,Vasıta > Otomobil > Fiat > Egea Cross > 1.5 T4 Hibrit,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Fiat,Egea Hatchback,,SERIES,Egea Hatchback,egea-hatchback,Vasıta > Otomobil > Fiat > Egea Hatchback,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Fiat,Egea Hatchback,1.4 Fire Street,MODEL_VARIANT,1.4 Fire Street,1-4-fire-street,Vasıta > Otomobil > Fiat > Egea Hatchback > 1.4 Fire Street,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Fiat,Egea Hatchback,1.3 Multijet Urban,MODEL_VARIANT,1.3 Multijet Urban,1-3-multijet-urban,Vasıta > Otomobil > Fiat > Egea Hatchback > 1.3 Multijet Urban,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Fiat,Egea Hatchback,1.6 Multijet Lounge,MODEL_VARIANT,1.6 Multijet Lounge,1-6-multijet-lounge,Vasıta > Otomobil > Fiat > Egea Hatchback > 1.6 Multijet Lounge,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Fiat,Egea Sedan,,SERIES,Egea Sedan,egea-sedan,Vasıta > Otomobil > Fiat > Egea Sedan,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Fiat,Egea Sedan,1.4 Fire Easy,MODEL_VARIANT,1.4 Fire Easy,1-4-fire-easy,Vasıta > Otomobil > Fiat > Egea Sedan > 1.4 Fire Easy,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Fiat,Egea Sedan,1.3 Multijet Easy,MODEL_VARIANT,1.3 Multijet Easy,1-3-multijet-easy,Vasıta > Otomobil > Fiat > Egea Sedan > 1.3 Multijet Easy,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Fiat,Egea Sedan,1.6 Multijet Urban,MODEL_VARIANT,1.6 Multijet Urban,1-6-multijet-urban,Vasıta > Otomobil > Fiat > Egea Sedan > 1.6 Multijet Urban,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Fiat,Egea Sedan,1.6 Multijet Lounge,MODEL_VARIANT,1.6 Multijet Lounge,1-6-multijet-lounge,Vasıta > Otomobil > Fiat > Egea Sedan > 1.6 Multijet Lounge,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Fiat,Egea Sedan,1.5 T4 Hibrit Cross,MODEL_VARIANT,1.5 T4 Hibrit Cross,1-5-t4-hibrit-cross,Vasıta > Otomobil > Fiat > Egea Sedan > 1.5 T4 Hibrit Cross,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Fiat,Linea,,SERIES,Linea,linea,Vasıta > Otomobil > Fiat > Linea,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Fiat,Linea,1.3 Multijet Active Plus,MODEL_VARIANT,1.3 Multijet Active Plus,1-3-multijet-active-plus,Vasıta > Otomobil > Fiat > Linea > 1.3 Multijet Active Plus,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Fiat,Linea,1.3 Multijet Urban,MODEL_VARIANT,1.3 Multijet Urban,1-3-multijet-urban,Vasıta > Otomobil > Fiat > Linea > 1.3 Multijet Urban,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Fiat,Linea,1.4 Fire Pop,MODEL_VARIANT,1.4 Fire Pop,1-4-fire-pop,Vasıta > Otomobil > Fiat > Linea > 1.4 Fire Pop,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Fiat,Marea,,SERIES,Marea,marea,Vasıta > Otomobil > Fiat > Marea,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Fiat,Palio,,SERIES,Palio,palio,Vasıta > Otomobil > Fiat > Palio,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Fiat,Palio,1.2 S,MODEL_VARIANT,1.2 S,1-2-s,Vasıta > Otomobil > Fiat > Palio > 1.2 S,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Fiat,Palio,1.3 Multijet Active,MODEL_VARIANT,1.3 Multijet Active,1-3-multijet-active,Vasıta > Otomobil > Fiat > Palio > 1.3 Multijet Active,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Fiat,Palio,1.4 EL,MODEL_VARIANT,1.4 EL,1-4-el,Vasıta > Otomobil > Fiat > Palio > 1.4 EL,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Fiat,Panda,,SERIES,Panda,panda,Vasıta > Otomobil > Fiat > Panda,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Fiat,Panda,1.2 Dynamic,MODEL_VARIANT,1.2 Dynamic,1-2-dynamic,Vasıta > Otomobil > Fiat > Panda > 1.2 Dynamic,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Fiat,Panda,1.3 Multijet,MODEL_VARIANT,1.3 Multijet,1-3-multijet,Vasıta > Otomobil > Fiat > Panda > 1.3 Multijet,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Fiat,Panda,1.0 Hybrid,MODEL_VARIANT,1.0 Hybrid,1-0-hybrid,Vasıta > Otomobil > Fiat > Panda > 1.0 Hybrid,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Fiat,Punto,,SERIES,Punto,punto,Vasıta > Otomobil > Fiat > Punto,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Fiat,Punto,1.2 Active,MODEL_VARIANT,1.2 Active,1-2-active,Vasıta > Otomobil > Fiat > Punto > 1.2 Active,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Fiat,Punto,1.3 Multijet Easy,MODEL_VARIANT,1.3 Multijet Easy,1-3-multijet-easy,Vasıta > Otomobil > Fiat > Punto > 1.3 Multijet Easy,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Fiat,Punto,1.4 Fire Dynamic,MODEL_VARIANT,1.4 Fire Dynamic,1-4-fire-dynamic,Vasıta > Otomobil > Fiat > Punto > 1.4 Fire Dynamic,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Fiat,Punto Evo,,SERIES,Punto Evo,punto-evo,Vasıta > Otomobil > Fiat > Punto Evo,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Fiat,Siena,,SERIES,Siena,siena,Vasıta > Otomobil > Fiat > Siena,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Fiat,Stilo,,SERIES,Stilo,stilo,Vasıta > Otomobil > Fiat > Stilo,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Fiat,Tempra,,SERIES,Tempra,tempra,Vasıta > Otomobil > Fiat > Tempra,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Fiat,Tipo,,SERIES,Tipo,tipo,Vasıta > Otomobil > Fiat > Tipo,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Fiat,Uno,,SERIES,Uno,uno,Vasıta > Otomobil > Fiat > Uno,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Ford,B-Max,,SERIES,B-Max,b-max,Vasıta > Otomobil > Ford > B-Max,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Ford,C-Max,,SERIES,C-Max,c-max,Vasıta > Otomobil > Ford > C-Max,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Ford,C-Max,1.5 TDCi Titanium,MODEL_VARIANT,1.5 TDCi Titanium,1-5-tdci-titanium,Vasıta > Otomobil > Ford > C-Max > 1.5 TDCi Titanium,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Ford,C-Max,1.6 TDCi Trend,MODEL_VARIANT,1.6 TDCi Trend,1-6-tdci-trend,Vasıta > Otomobil > Ford > C-Max > 1.6 TDCi Trend,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Ford,Cougar,,SERIES,Cougar,cougar,Vasıta > Otomobil > Ford > Cougar,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Ford,Escort,,SERIES,Escort,escort,Vasıta > Otomobil > Ford > Escort,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Ford,Fiesta,,SERIES,Fiesta,fiesta,Vasıta > Otomobil > Ford > Fiesta,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Ford,Fiesta,1.0 EcoBoost Titanium,MODEL_VARIANT,1.0 EcoBoost Titanium,1-0-ecoboost-titanium,Vasıta > Otomobil > Ford > Fiesta > 1.0 EcoBoost Titanium,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Ford,Fiesta,1.1 Trend,MODEL_VARIANT,1.1 Trend,1-1-trend,Vasıta > Otomobil > Ford > Fiesta > 1.1 Trend,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Ford,Fiesta,1.25 Trend,MODEL_VARIANT,1.25 Trend,1-25-trend,Vasıta > Otomobil > Ford > Fiesta > 1.25 Trend,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Ford,Fiesta,1.4 TDCi Trend,MODEL_VARIANT,1.4 TDCi Trend,1-4-tdci-trend,Vasıta > Otomobil > Ford > Fiesta > 1.4 TDCi Trend,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Ford,Fiesta,1.5 TDCi Titanium,MODEL_VARIANT,1.5 TDCi Titanium,1-5-tdci-titanium,Vasıta > Otomobil > Ford > Fiesta > 1.5 TDCi Titanium,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Ford,Fiesta,ST,MODEL_VARIANT,ST,st,Vasıta > Otomobil > Ford > Fiesta > ST,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Ford,Focus,,SERIES,Focus,focus,Vasıta > Otomobil > Ford > Focus,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Ford,Focus,1.0 EcoBoost Trend X,MODEL_VARIANT,1.0 EcoBoost Trend X,1-0-ecoboost-trend-x,Vasıta > Otomobil > Ford > Focus > 1.0 EcoBoost Trend X,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Ford,Focus,1.5 EcoBlue Titanium,MODEL_VARIANT,1.5 EcoBlue Titanium,1-5-ecoblue-titanium,Vasıta > Otomobil > Ford > Focus > 1.5 EcoBlue Titanium,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Ford,Focus,1.5 TDCi Trend X,MODEL_VARIANT,1.5 TDCi Trend X,1-5-tdci-trend-x,Vasıta > Otomobil > Ford > Focus > 1.5 TDCi Trend X,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Ford,Focus,1.6 TDCi Titanium,MODEL_VARIANT,1.6 TDCi Titanium,1-6-tdci-titanium,Vasıta > Otomobil > Ford > Focus > 1.6 TDCi Titanium,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Ford,Focus,1.6 Ti-VCT Trend X,MODEL_VARIANT,1.6 Ti-VCT Trend X,1-6-ti-vct-trend-x,Vasıta > Otomobil > Ford > Focus > 1.6 Ti-VCT Trend X,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Ford,Focus,ST,MODEL_VARIANT,ST,st,Vasıta > Otomobil > Ford > Focus > ST,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Ford,Focus,RS,MODEL_VARIANT,RS,rs,Vasıta > Otomobil > Ford > Focus > RS,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Ford,Fusion,,SERIES,Fusion,fusion,Vasıta > Otomobil > Ford > Fusion,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Ford,Fusion,1.4 TDCi Comfort,MODEL_VARIANT,1.4 TDCi Comfort,1-4-tdci-comfort,Vasıta > Otomobil > Ford > Fusion > 1.4 TDCi Comfort,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Ford,Galaxy,,SERIES,Galaxy,galaxy,Vasıta > Otomobil > Ford > Galaxy,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Ford,Ka,,SERIES,Ka,ka,Vasıta > Otomobil > Ford > Ka,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Ford,Mondeo,,SERIES,Mondeo,mondeo,Vasıta > Otomobil > Ford > Mondeo,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Ford,Mondeo,1.5 EcoBoost Titanium,MODEL_VARIANT,1.5 EcoBoost Titanium,1-5-ecoboost-titanium,Vasıta > Otomobil > Ford > Mondeo > 1.5 EcoBoost Titanium,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Ford,Mondeo,1.6 TDCi Titanium,MODEL_VARIANT,1.6 TDCi Titanium,1-6-tdci-titanium,Vasıta > Otomobil > Ford > Mondeo > 1.6 TDCi Titanium,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Ford,Mondeo,2.0 TDCi Titanium,MODEL_VARIANT,2.0 TDCi Titanium,2-0-tdci-titanium,Vasıta > Otomobil > Ford > Mondeo > 2.0 TDCi Titanium,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Ford,Mustang,,SERIES,Mustang,mustang,Vasıta > Otomobil > Ford > Mustang,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Ford,Mustang,2.3 EcoBoost,MODEL_VARIANT,2.3 EcoBoost,2-3-ecoboost,Vasıta > Otomobil > Ford > Mustang > 2.3 EcoBoost,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Ford,Mustang,5.0 GT,MODEL_VARIANT,5.0 GT,5-0-gt,Vasıta > Otomobil > Ford > Mustang > 5.0 GT,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Ford,Probe,,SERIES,Probe,probe,Vasıta > Otomobil > Ford > Probe,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Ford,Scorpio,,SERIES,Scorpio,scorpio,Vasıta > Otomobil > Ford > Scorpio,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Ford,Sierra,,SERIES,Sierra,sierra,Vasıta > Otomobil > Ford > Sierra,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Ford,StreetKa,,SERIES,StreetKa,streetka,Vasıta > Otomobil > Ford > StreetKa,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Ford,Taurus,,SERIES,Taurus,taurus,Vasıta > Otomobil > Ford > Taurus,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Ford,Tourneo Connect,,SERIES,Tourneo Connect,tourneo-connect,Vasıta > Otomobil > Ford > Tourneo Connect,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Ford,Tourneo Courier,,SERIES,Tourneo Courier,tourneo-courier,Vasıta > Otomobil > Ford > Tourneo Courier,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Geely,CK,,SERIES,CK,ck,Vasıta > Otomobil > Geely > CK,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Geely,Echo,,SERIES,Echo,echo,Vasıta > Otomobil > Geely > Echo,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Geely,Emgrand EC7,,SERIES,Emgrand EC7,emgrand-ec7,Vasıta > Otomobil > Geely > Emgrand EC7,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Geely,Emgrand GT,,SERIES,Emgrand GT,emgrand-gt,Vasıta > Otomobil > Geely > Emgrand GT,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Geely,FC,,SERIES,FC,fc,Vasıta > Otomobil > Geely > FC,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Geely,MK,,SERIES,MK,mk,Vasıta > Otomobil > Geely > MK,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Geely,Otaka,,SERIES,Otaka,otaka,Vasıta > Otomobil > Geely > Otaka,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Honda,Accord,,SERIES,Accord,accord,Vasıta > Otomobil > Honda > Accord,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Honda,Accord,2.0 Executive,MODEL_VARIANT,2.0 Executive,2-0-executive,Vasıta > Otomobil > Honda > Accord > 2.0 Executive,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Honda,Accord,2.4 Executive,MODEL_VARIANT,2.4 Executive,2-4-executive,Vasıta > Otomobil > Honda > Accord > 2.4 Executive,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Honda,City,,SERIES,City,city,Vasıta > Otomobil > Honda > City,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Honda,City,1.4 ES,MODEL_VARIANT,1.4 ES,1-4-es,Vasıta > Otomobil > Honda > City > 1.4 ES,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Honda,City,1.5 Elegance,MODEL_VARIANT,1.5 Elegance,1-5-elegance,Vasıta > Otomobil > Honda > City > 1.5 Elegance,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Honda,City,1.5 Executive,MODEL_VARIANT,1.5 Executive,1-5-executive,Vasıta > Otomobil > Honda > City > 1.5 Executive,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Honda,Civic,,SERIES,Civic,civic,Vasıta > Otomobil > Honda > Civic,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Honda,Civic,1.4 iS,MODEL_VARIANT,1.4 iS,1-4-is,Vasıta > Otomobil > Honda > Civic > 1.4 iS,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Honda,Civic,1.5 Turbo Eco Elegance,MODEL_VARIANT,1.5 Turbo Eco Elegance,1-5-turbo-eco-elegance,Vasıta > Otomobil > Honda > Civic > 1.5 Turbo Eco Elegance,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Honda,Civic,1.5 Turbo Executive Plus,MODEL_VARIANT,1.5 Turbo Executive Plus,1-5-turbo-executive-plus,Vasıta > Otomobil > Honda > Civic > 1.5 Turbo Executive Plus,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Honda,Civic,1.6 Eco Elegance,MODEL_VARIANT,1.6 Eco Elegance,1-6-eco-elegance,Vasıta > Otomobil > Honda > Civic > 1.6 Eco Elegance,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Honda,Civic,1.6 i-VTEC Elegance,MODEL_VARIANT,1.6 i-VTEC Elegance,1-6-i-vtec-elegance,Vasıta > Otomobil > Honda > Civic > 1.6 i-VTEC Elegance,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Honda,Civic,1.6 i-VTEC Executive,MODEL_VARIANT,1.6 i-VTEC Executive,1-6-i-vtec-executive,Vasıta > Otomobil > Honda > Civic > 1.6 i-VTEC Executive,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Honda,CR-Z,,SERIES,CR-Z,cr-z,Vasıta > Otomobil > Honda > CR-Z,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Honda,CRX,,SERIES,CRX,crx,Vasıta > Otomobil > Honda > CRX,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Honda,E,,SERIES,E,e,Vasıta > Otomobil > Honda > E,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Honda,Insight,,SERIES,Insight,insight,Vasıta > Otomobil > Honda > Insight,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Honda,Integra,,SERIES,Integra,integra,Vasıta > Otomobil > Honda > Integra,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Honda,Jazz,,SERIES,Jazz,jazz,Vasıta > Otomobil > Honda > Jazz,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Honda,Jazz,1.3 Dream,MODEL_VARIANT,1.3 Dream,1-3-dream,Vasıta > Otomobil > Honda > Jazz > 1.3 Dream,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Honda,Jazz,1.3 Elegance,MODEL_VARIANT,1.3 Elegance,1-3-elegance,Vasıta > Otomobil > Honda > Jazz > 1.3 Elegance,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Honda,Jazz,1.4 ES,MODEL_VARIANT,1.4 ES,1-4-es,Vasıta > Otomobil > Honda > Jazz > 1.4 ES,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Honda,Legend,,SERIES,Legend,legend,Vasıta > Otomobil > Honda > Legend,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Honda,NSX,,SERIES,NSX,nsx,Vasıta > Otomobil > Honda > NSX,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Honda,Prelude,,SERIES,Prelude,prelude,Vasıta > Otomobil > Honda > Prelude,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Honda,S2000,,SERIES,S2000,s2000,Vasıta > Otomobil > Honda > S2000,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Honda,Stream,,SERIES,Stream,stream,Vasıta > Otomobil > Honda > Stream,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Hyundai,Accent,,SERIES,Accent,accent,Vasıta > Otomobil > Hyundai > Accent,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Hyundai,Accent,1.3 LS,MODEL_VARIANT,1.3 LS,1-3-ls,Vasıta > Otomobil > Hyundai > Accent > 1.3 LS,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Hyundai,Accent,1.5 CRDi Admire,MODEL_VARIANT,1.5 CRDi Admire,1-5-crdi-admire,Vasıta > Otomobil > Hyundai > Accent > 1.5 CRDi Admire,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Hyundai,Accent,1.6 Era Select,MODEL_VARIANT,1.6 Era Select,1-6-era-select,Vasıta > Otomobil > Hyundai > Accent > 1.6 Era Select,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Hyundai,Accent Blue,,SERIES,Accent Blue,accent-blue,Vasıta > Otomobil > Hyundai > Accent Blue,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Hyundai,Accent Blue,1.4 Mode,MODEL_VARIANT,1.4 Mode,1-4-mode,Vasıta > Otomobil > Hyundai > Accent Blue > 1.4 Mode,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Hyundai,Accent Blue,1.6 CRDi Mode Plus,MODEL_VARIANT,1.6 CRDi Mode Plus,1-6-crdi-mode-plus,Vasıta > Otomobil > Hyundai > Accent Blue > 1.6 CRDi Mode Plus,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Hyundai,Atos,,SERIES,Atos,atos,Vasıta > Otomobil > Hyundai > Atos,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Hyundai,Coupe,,SERIES,Coupe,coupe,Vasıta > Otomobil > Hyundai > Coupe,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Hyundai,Elantra,,SERIES,Elantra,elantra,Vasıta > Otomobil > Hyundai > Elantra,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Hyundai,Elantra,1.6 D-CVVT Mode,MODEL_VARIANT,1.6 D-CVVT Mode,1-6-d-cvvt-mode,Vasıta > Otomobil > Hyundai > Elantra > 1.6 D-CVVT Mode,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Hyundai,Elantra,1.6 MPI Style,MODEL_VARIANT,1.6 MPI Style,1-6-mpi-style,Vasıta > Otomobil > Hyundai > Elantra > 1.6 MPI Style,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Hyundai,Elantra,1.6 CRDi Elite,MODEL_VARIANT,1.6 CRDi Elite,1-6-crdi-elite,Vasıta > Otomobil > Hyundai > Elantra > 1.6 CRDi Elite,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Hyundai,Excel,,SERIES,Excel,excel,Vasıta > Otomobil > Hyundai > Excel,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Hyundai,Genesis,,SERIES,Genesis,genesis,Vasıta > Otomobil > Hyundai > Genesis,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Hyundai,Getz,,SERIES,Getz,getz,Vasıta > Otomobil > Hyundai > Getz,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Hyundai,Getz,1.4 DOHC,MODEL_VARIANT,1.4 DOHC,1-4-dohc,Vasıta > Otomobil > Hyundai > Getz > 1.4 DOHC,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Hyundai,Getz,1.5 CRDi VGT,MODEL_VARIANT,1.5 CRDi VGT,1-5-crdi-vgt,Vasıta > Otomobil > Hyundai > Getz > 1.5 CRDi VGT,curated-market-v1,CURATED_REVIEW,,
Otomobil,,Hyundai,i10,,SERIES,i10,i10,Vasıta > Otomobil > Hyundai > i10,curated-market-v1,CURATED_REVIEW,,
