category,subcategory,brand,series,modelVariant,level,sourceStatus,reasonNotApplied,invalid,manualReview,overlay,requiredAction
Elektrikli Araçlar,,Toyota,,,BRAND,PUBLIC_NAV_VERIFIED,overlay_hub_not_seeded,false,false,true,Keep as fuelType/filter overlay; ensure canonical series exists
Elektrikli Araçlar,,Toyota,bZ4X,,SERIES,CURATED_REVIEW,overlay_hub_not_seeded,false,false,true,Keep as fuelType/filter overlay; ensure canonical series exists
Elektrikli Araçlar,,Toyota,Proace City Electric,,SERIES,CURATED_REVIEW,overlay_hub_not_seeded,false,false,true,Keep as fuelType/filter overlay; ensure canonical series exists
Elektrikli Araçlar,,Toyota,Proace Electric,,SERIES,CURATED_REVIEW,overlay_hub_not_seeded,false,false,true,Keep as fuelType/filter overlay; ensure canonical series exists
Elektrikli Araçlar,,Volkswagen,,,BRAND,PUBLIC_NAV_VERIFIED,overlay_hub_not_seeded,false,false,true,Keep as fuelType/filter overlay; ensure canonical series exists
Elektrikli Araçlar,,Volkswagen,ID. Buzz,,SERIES,CURATED_REVIEW,overlay_hub_not_seeded,false,false,true,Keep as fuelType/filter overlay; ensure canonical series exists
Elektrikli Araçlar,,Volkswagen,ID.3,,SERIES,CURATED_REVIEW,overlay_hub_not_seeded,false,false,true,Keep as fuelType/filter overlay; ensure canonical series exists
Elektrikli Araçlar,,Volkswagen,ID.4,,SERIES,CURATED_REVIEW,overlay_hub_not_seeded,false,false,true,Keep as fuelType/filter overlay; ensure canonical series exists
Elektrikli Araçlar,,Volkswagen,ID.5,,SERIES,CURATED_REVIEW,overlay_hub_not_seeded,false,false,true,Keep as fuelType/filter overlay; ensure canonical series exists
Elektrikli Araçlar,,Volkswagen,ID.7,,SERIES,CURATED_REVIEW,overlay_hub_not_seeded,false,false,true,Keep as fuelType/filter overlay; ensure canonical series exists
Elektrikli Araçlar,,Volvo,,,BRAND,PUBLIC_NAV_VERIFIED,overlay_hub_not_seeded,false,false,true,Keep as fuelType/filter overlay; ensure canonical series exists
Elektrikli Araçlar,,Volvo,C40 Recharge,,SERIES,CURATED_REVIEW,overlay_hub_not_seeded,false,false,true,Keep as fuelType/filter overlay; ensure canonical series exists
Elektrikli Araçlar,,Volvo,EX30,,SERIES,CURATED_REVIEW,overlay_hub_not_seeded,false,false,true,Keep as fuelType/filter overlay; ensure canonical series exists
Elektrikli Araçlar,,Volvo,EX40,,SERIES,CURATED_REVIEW,overlay_hub_not_seeded,false,false,true,Keep as fuelType/filter overlay; ensure canonical series exists
Elektrikli Araçlar,,Volvo,EX90,,SERIES,CURATED_REVIEW,overlay_hub_not_seeded,false,false,true,Keep as fuelType/filter overlay; ensure canonical series exists
Elektrikli Araçlar,,Voyah,,,BRAND,PUBLIC_NAV_VERIFIED,overlay_hub_not_seeded,false,false,true,Keep as fuelType/filter overlay; ensure canonical series exists
Elektrikli Araçlar,,Voyah,Dream,,SERIES,CURATED_REVIEW,overlay_hub_not_seeded,false,false,true,Keep as fuelType/filter overlay; ensure canonical series exists
Elektrikli Araçlar,,Voyah,Free,,SERIES,CURATED_REVIEW,overlay_hub_not_seeded,false,false,true,Keep as fuelType/filter overlay; ensure canonical series exists
Elektrikli Araçlar,,Voyah,Passion,,SERIES,CURATED_REVIEW,overlay_hub_not_seeded,false,false,true,Keep as fuelType/filter overlay; ensure canonical series exists
Elektrikli Araçlar,,XEV,,,BRAND,PUBLIC_NAV_VERIFIED,overlay_hub_not_seeded,false,false,true,Keep as fuelType/filter overlay; ensure canonical series exists
Elektrikli Araçlar,,XEV,Yoyo,,SERIES,CURATED_REVIEW,overlay_hub_not_seeded,false,false,true,Keep as fuelType/filter overlay; ensure canonical series exists
Motosiklet,,Abush,,,BRAND,PUBLIC_NAV_VERIFIED,empty_brand_branch,true,false,false,Supply series/models or hide brand from cascade
Motosiklet,,Aeon,,,BRAND,PUBLIC_NAV_VERIFIED,empty_brand_branch,true,false,false,Supply series/models or hide brand from cascade
Motosiklet,,Ariic,,,BRAND,PUBLIC_NAV_VERIFIED,empty_brand_branch,true,false,false,Supply series/models or hide brand from cascade
Motosiklet,,Barossa,,,BRAND,PUBLIC_NAV_VERIFIED,empty_brand_branch,true,false,false,Supply series/models or hide brand from cascade
Motosiklet,,Belderia,,,BRAND,PUBLIC_NAV_VERIFIED,empty_brand_branch,true,false,false,Supply series/models or hide brand from cascade
Motosiklet,,Better,,,BRAND,PUBLIC_NAV_VERIFIED,empty_brand_branch,true,false,false,Supply series/models or hide brand from cascade
Motosiklet,,Bianchi,,,BRAND,PUBLIC_NAV_VERIFIED,empty_brand_branch,true,false,false,Supply series/models or hide brand from cascade
Motosiklet,,Boom,,,BRAND,PUBLIC_NAV_VERIFIED,empty_brand_branch,true,false,false,Supply series/models or hide brand from cascade
Motosiklet,,Borelli Ledow,,,BRAND,PUBLIC_NAV_VERIFIED,empty_brand_branch,true,false,false,Supply series/models or hide brand from cascade
Motosiklet,,BSA,,,BRAND,PUBLIC_NAV_VERIFIED,empty_brand_branch,true,false,false,Supply series/models or hide brand from cascade
Motosiklet,,BuMoto/Jinling,,,BRAND,PUBLIC_NAV_VERIFIED,empty_brand_branch,true,false,false,Supply series/models or hide brand from cascade
Motosiklet,,Cheeta,,,BRAND,PUBLIC_NAV_VERIFIED,empty_brand_branch,true,false,false,Supply series/models or hide brand from cascade
Motosiklet,,Cosmopolitan,,,BRAND,PUBLIC_NAV_VERIFIED,empty_brand_branch,true,false,false,Supply series/models or hide brand from cascade
Motosiklet,,CRN,,,BRAND,PUBLIC_NAV_VERIFIED,empty_brand_branch,true,false,false,Supply series/models or hide brand from cascade
Motosiklet,,CSN Motor,,,BRAND,PUBLIC_NAV_VERIFIED,empty_brand_branch,true,false,false,Supply series/models or hide brand from cascade
Motosiklet,,Dayun,,,BRAND,PUBLIC_NAV_VERIFIED,empty_brand_branch,true,false,false,Supply series/models or hide brand from cascade
Motosiklet,,Delta Motorcycle,,,BRAND,PUBLIC_NAV_VERIFIED,empty_brand_branch,true,false,false,Supply series/models or hide brand from cascade
Motosiklet,,Dofern,,,BRAND,PUBLIC_NAV_VERIFIED,empty_brand_branch,true,false,false,Supply series/models or hide brand from cascade
Motosiklet,,Dorado,,,BRAND,PUBLIC_NAV_VERIFIED,empty_brand_branch,true,false,false,Supply series/models or hide brand from cascade
Motosiklet,,Enbest,,,BRAND,PUBLIC_NAV_VERIFIED,empty_brand_branch,true,false,false,Supply series/models or hide brand from cascade
Motosiklet,,FCM,,,BRAND,PUBLIC_NAV_VERIFIED,empty_brand_branch,true,false,false,Supply series/models or hide brand from cascade
Motosiklet,,Fosti,,,BRAND,PUBLIC_NAV_VERIFIED,empty_brand_branch,true,false,false,Supply series/models or hide brand from cascade
Motosiklet,,Italjet,,,BRAND,PUBLIC_NAV_VERIFIED,empty_brand_branch,true,false,false,Supply series/models or hide brand from cascade
Motosiklet,,Jawa,,,BRAND,PUBLIC_NAV_VERIFIED,empty_brand_branch,true,false,false,Supply series/models or hide brand from cascade
Motosiklet,,Jialing,,,BRAND,PUBLIC_NAV_VERIFIED,empty_brand_branch,true,false,false,Supply series/models or hide brand from cascade
Motosiklet,,Mash,,,BRAND,PUBLIC_NAV_VERIFIED,empty_brand_branch,true,false,false,Supply series/models or hide brand from cascade
Motosiklet,,Meka,,,BRAND,PUBLIC_NAV_VERIFIED,empty_brand_branch,true,false,false,Supply series/models or hide brand from cascade
Motosiklet,,Motron,,,BRAND,PUBLIC_NAV_VERIFIED,empty_brand_branch,true,false,false,Supply series/models or hide brand from cascade
Motosiklet,,MZ,,,BRAND,PUBLIC_NAV_VERIFIED,empty_brand_branch,true,false,false,Supply series/models or hide brand from cascade
Motosiklet,,Skyjet,,,BRAND,PUBLIC_NAV_VERIFIED,empty_brand_branch,true,false,false,Supply series/models or hide brand from cascade
Motosiklet,,Çelik Motor,,,BRAND,PUBLIC_NAV_VERIFIED,empty_brand_branch,true,false,false,Supply series/models or hide brand from cascade
Minivan & Panelvan,,Iveco,,,BRAND,PUBLIC_NAV_VERIFIED,manual_review_blocked,false,true,false,Human decide canonical category then MOVE/CREATE
Minivan & Panelvan,,Iveco,Daily,,SERIES,CURATED_REVIEW,manual_review_blocked,false,true,false,Human decide canonical category then MOVE/CREATE
Minivan & Panelvan,,Iveco,Daily,35C15,MODEL_VARIANT,CURATED_REVIEW,manual_review_blocked,false,true,false,Human decide canonical category then MOVE/CREATE
Minivan & Panelvan,,Iveco,Daily,35S16,MODEL_VARIANT,CURATED_REVIEW,manual_review_blocked,false,true,false,Human decide canonical category then MOVE/CREATE
Minivan & Panelvan,,Iveco,Daily,50C15,MODEL_VARIANT,CURATED_REVIEW,manual_review_blocked,false,true,false,Human decide canonical category then MOVE/CREATE
Minivan & Panelvan,,Iveco,Daily,70C15,MODEL_VARIANT,CURATED_REVIEW,manual_review_blocked,false,true,false,Human decide canonical category then MOVE/CREATE
Minivan & Panelvan,,Volkswagen,Crafter,,SERIES,CURATED_REVIEW,manual_review_blocked,false,true,false,Human decide canonical category then MOVE/CREATE
Minivan & Panelvan,,Volkswagen,Crafter,2.0 TDI L3H2,MODEL_VARIANT,CURATED_REVIEW,manual_review_blocked,false,true,false,Human decide canonical category then MOVE/CREATE
Minivan & Panelvan,,Volkswagen,Crafter,L4H3,MODEL_VARIANT,CURATED_REVIEW,manual_review_blocked,false,true,false,Human decide canonical category then MOVE/CREATE
Ticari Araçlar,Minibüs & Midibüs,Mercedes-Benz,Vito,,SERIES,CURATED_REVIEW,manual_review_blocked,false,true,false,Human decide canonical category then MOVE/CREATE
