brand,category,series,seriesResearched,currentCoverage,historicalCoverage,generationCount,verifiedVersionCount,verifiedTrimCount,officialSourceCount,multiSourceCount,reviewRequiredCount,rejectedCount,noVerifiedTrimFound,researchComplete,notes
"Subaru","Arazi, SUV & Pickup","Forester",true,"YES","CURRENT_ONLY",0,1,2,2,0,0,0,0,true,"HISTORICAL_COVERAGE_INCOMPLETE: current/MY verified only"
"Subaru","Arazi, SUV & Pickup","Crosstrek",true,"YES","CURRENT_ONLY",0,1,1,1,0,0,0,0,true,"HISTORICAL_COVERAGE_INCOMPLETE: current/MY verified only"
"Subaru","Arazi, SUV & Pickup","Solterra",true,"YES","CURRENT_ONLY",0,1,2,2,0,0,0,0,true,"HISTORICAL_COVERAGE_INCOMPLETE: current/MY verified only"
"Subaru","Arazi, SUV & Pickup","XV",true,"LIMITED","PARTIAL",1,1,2,0,2,1,0,0,true,""
"Subaru","Arazi, SUV & Pickup","Outback",true,"NO","NONE",0,0,0,0,0,1,0,0,true,""
"Suzuki","Arazi, SUV & Pickup","Vitara",true,"YES","CURRENT_ONLY",0,2,2,1,2,0,0,0,true,"HISTORICAL_COVERAGE_INCOMPLETE: current/MY verified only"
"Suzuki","Otomobil","Swift",true,"YES","CURRENT_ONLY",0,1,2,0,2,1,0,0,true,"HISTORICAL_COVERAGE_INCOMPLETE: current/MY verified only"
"Suzuki","Arazi, SUV & Pickup","S-Cross",true,"YES","CURRENT_ONLY",1,2,2,0,4,1,0,0,true,"HISTORICAL_COVERAGE_INCOMPLETE: current/MY verified only"
"Suzuki","Arazi, SUV & Pickup","Jimny",true,"YES","CURRENT_ONLY",0,1,1,0,1,1,0,0,true,"HISTORICAL_COVERAGE_INCOMPLETE: current/MY verified only"
"Mazda","Otomobil","Mazda3",true,"LIMITED","PARTIAL",1,2,4,0,9,1,0,0,true,""
"Mazda","Arazi, SUV & Pickup","CX-5",true,"YES","PARTIAL",1,3,3,0,8,0,0,0,true,""
"Mazda","Arazi, SUV & Pickup","CX-30",true,"NO","NONE",0,0,0,0,0,1,0,0,true,""
"Mazda","Arazi, SUV & Pickup","CX-60",true,"NO","NONE",0,0,0,0,0,1,0,0,true,""
"Mazda","Otomobil","MX-5",true,"YES","CURRENT_ONLY",1,1,2,0,3,0,0,0,true,"HISTORICAL_COVERAGE_INCOMPLETE: current/MY verified only"
"Mazda","Otomobil","MX-5 RF",true,"YES","CURRENT_ONLY",0,1,2,0,2,0,0,0,true,"HISTORICAL_COVERAGE_INCOMPLETE: current/MY verified only"
"Tesla","Arazi, SUV & Pickup","Model Y",true,"YES","CURRENT_ONLY",0,6,3,0,7,0,0,2,true,"HISTORICAL_COVERAGE_INCOMPLETE: current/MY verified only"
"Tesla","Otomobil","Model 3",true,"NO","NONE",0,0,0,0,0,1,0,0,true,""
"Tesla","Otomobil","Model S",true,"NO","NONE",0,0,0,0,0,1,0,0,true,""
"Tesla","Arazi, SUV & Pickup","Model X",true,"NO","NONE",0,0,0,0,0,1,0,0,true,""
"TOGG","Arazi, SUV & Pickup","T10X",true,"YES","CURRENT_ONLY",1,3,3,4,0,0,0,0,true,"HISTORICAL_COVERAGE_INCOMPLETE: current/MY verified only"
"TOGG","Otomobil","T10F",true,"YES","CURRENT_ONLY",1,3,2,0,4,0,0,0,true,"HISTORICAL_COVERAGE_INCOMPLETE: current/MY verified only"
"BYD","Otomobil","SEAL",true,"YES","CURRENT_ONLY",0,1,1,1,0,0,0,0,true,"HISTORICAL_COVERAGE_INCOMPLETE: current/MY verified only"
"BYD","Arazi, SUV & Pickup","SEALION 7",true,"YES","CURRENT_ONLY",0,1,1,1,0,0,0,0,true,"HISTORICAL_COVERAGE_INCOMPLETE: current/MY verified only"
"BYD","Otomobil","HAN",true,"YES","CURRENT_ONLY",0,1,1,1,0,0,0,0,true,"HISTORICAL_COVERAGE_INCOMPLETE: current/MY verified only"
"BYD","Arazi, SUV & Pickup","TANG",true,"YES","CURRENT_ONLY",0,1,1,1,0,0,0,0,true,"HISTORICAL_COVERAGE_INCOMPLETE: current/MY verified only"
"BYD","Arazi, SUV & Pickup","Atto 3",true,"YES","CURRENT_ONLY",1,1,1,0,1,1,0,0,true,"HISTORICAL_COVERAGE_INCOMPLETE: current/MY verified only"
"BYD","Otomobil","Dolphin",true,"YES","CURRENT_ONLY",1,1,2,0,2,1,0,0,true,"HISTORICAL_COVERAGE_INCOMPLETE: current/MY verified only"
"MG","Arazi, SUV & Pickup","ZS Hybrid+",true,"YES","CURRENT_ONLY",0,1,1,1,0,0,0,0,true,"HISTORICAL_COVERAGE_INCOMPLETE: current/MY verified only"
"MG","Arazi, SUV & Pickup","HS Hybrid+",true,"YES","CURRENT_ONLY",0,1,1,0,1,0,0,0,true,"HISTORICAL_COVERAGE_INCOMPLETE: current/MY verified only"
"MG","Arazi, SUV & Pickup","HS",true,"YES","CURRENT_ONLY",0,1,1,0,1,0,0,0,true,"HISTORICAL_COVERAGE_INCOMPLETE: current/MY verified only"
"MG","Otomobil","MG7",true,"YES","CURRENT_ONLY",0,1,2,0,2,0,0,0,true,"HISTORICAL_COVERAGE_INCOMPLETE: current/MY verified only"
