categoryPath,zeroRootMode,secondHandRootMode,classicListingAllowed,catalogOfferAllowed,reason,notes
Elektronik › Oyun ve Konsol › Oyuncu Ekipmanları › Yayıncı Ekipmanı,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Elektronik › Akıllı Ev ve Güvenlik › Akıllı Ev › Akıllı Priz,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Elektronik › Akıllı Ev ve Güvenlik › Akıllı Ev › Akıllı Ampul,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Elektronik › Akıllı Ev ve Güvenlik › Akıllı Ev › Akıllı Anahtar,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Elektronik › Akıllı Ev ve Güvenlik › Akıllı Ev › Akıllı Termostat,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Elektronik › Akıllı Ev ve Güvenlik › Akıllı Ev › Akıllı Perde Motoru,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Elektronik › Akıllı Ev ve Güvenlik › Akıllı Ev › Akıllı Ev Hub,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Elektronik › Akıllı Ev ve Güvenlik › Güvenlik Sistemleri › IP Kamera,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Elektronik › Akıllı Ev ve Güvenlik › Güvenlik Sistemleri › Analog Kamera,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Elektronik › Akıllı Ev ve Güvenlik › Güvenlik Sistemleri › Kamera Kayıt Cihazı,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Elektronik › Akıllı Ev ve Güvenlik › Güvenlik Sistemleri › Alarm Sistemi,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Elektronik › Akıllı Ev ve Güvenlik › Güvenlik Sistemleri › Hareket Sensörü,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Elektronik › Akıllı Ev ve Güvenlik › Güvenlik Sistemleri › Kapı-Pencere Sensörü,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Elektronik › Akıllı Ev ve Güvenlik › Güvenlik Sistemleri › Görüntülü Diafon,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Elektronik › Akıllı Ev ve Güvenlik › Güvenlik Sistemleri › Akıllı Kilit,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Elektronik › Akıllı Ev ve Güvenlik › Güvenlik Sistemleri › Duman Dedektörü,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Elektronik › Akıllı Ev ve Güvenlik › Enerji ve Güç › UPS,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Elektronik › Akıllı Ev ve Güvenlik › Enerji ve Güç › Voltaj Regülatörü,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Elektronik › Akıllı Ev ve Güvenlik › Enerji ve Güç › Akım Korumalı Priz,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Elektronik › Akıllı Ev ve Güvenlik › Enerji ve Güç › Solar Şarj Cihazı,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Elektronik › Akıllı Ev ve Güvenlik › Enerji ve Güç › Taşınabilir Güç İstasyonu,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev Aletleri › Beyaz Eşya › Soğutma › Buzdolabı,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev Aletleri › Beyaz Eşya › Soğutma › Mini Buzdolabı,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev Aletleri › Beyaz Eşya › Soğutma › Derin Dondurucu,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev Aletleri › Beyaz Eşya › Soğutma › Şarap Dolabı,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev Aletleri › Beyaz Eşya › Çamaşır Bakımı › Çamaşır Makinesi,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev Aletleri › Beyaz Eşya › Çamaşır Bakımı › Kurutma Makinesi,CATALOG_ONLY,LISTING_ONLY,true,true,heuristic leaf policy; zero=CATALOG_ONLY secondHand=LISTING_ONLY,
Ev Aletleri › Beyaz Eşya › Çamaşır Bakımı › Kurutmalı Çamaşır Makinesi,CATALOG_ONLY,LISTING_ONLY,true,true,heuristic leaf policy; zero=CATALOG_ONLY secondHand=LISTING_ONLY,
Ev Aletleri › Beyaz Eşya › Bulaşık ve Mutfak › Bulaşık Makinesi,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev Aletleri › Beyaz Eşya › Bulaşık ve Mutfak › Ankastre Bulaşık Makinesi,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev Aletleri › Beyaz Eşya › Pişirme › Fırın,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev Aletleri › Beyaz Eşya › Pişirme › Ocak,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev Aletleri › Beyaz Eşya › Pişirme › Davlumbaz,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev Aletleri › Beyaz Eşya › Pişirme › Aspiratör,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev Aletleri › Beyaz Eşya › Pişirme › Ankastre Set,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev Aletleri › Beyaz Eşya › Pişirme › Mikrodalga Fırın,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev Aletleri › Beyaz Eşya › İklimlendirme › Klima,CATALOG_ONLY,LISTING_ONLY,true,true,heuristic leaf policy; zero=CATALOG_ONLY secondHand=LISTING_ONLY,
Ev Aletleri › Beyaz Eşya › İklimlendirme › Portatif Klima,CATALOG_ONLY,LISTING_ONLY,true,true,heuristic leaf policy; zero=CATALOG_ONLY secondHand=LISTING_ONLY,
Ev Aletleri › Beyaz Eşya › İklimlendirme › Vantilatör,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev Aletleri › Beyaz Eşya › İklimlendirme › Hava Soğutucu,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev Aletleri › Beyaz Eşya › İklimlendirme › Isıtıcı,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev Aletleri › Beyaz Eşya › İklimlendirme › Kombi,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev Aletleri › Beyaz Eşya › İklimlendirme › Şofben,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev Aletleri › Beyaz Eşya › İklimlendirme › Termosifon,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev Aletleri › Küçük Ev Aletleri › Temizlik › Robot Süpürge,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev Aletleri › Küçük Ev Aletleri › Temizlik › Dikey Süpürge,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev Aletleri › Küçük Ev Aletleri › Temizlik › Toz Torbalı Süpürge,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev Aletleri › Küçük Ev Aletleri › Temizlik › Toz Torbasız Süpürge,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev Aletleri › Küçük Ev Aletleri › Temizlik › Islak-Kuru Süpürge,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev Aletleri › Küçük Ev Aletleri › Temizlik › Buharlı Temizleyici,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev Aletleri › Küçük Ev Aletleri › Temizlik › Halı Yıkama Makinesi,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev Aletleri › Küçük Ev Aletleri › Temizlik › Cam Temizleme Robotu,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev Aletleri › Küçük Ev Aletleri › Ütü ve Dikiş › Buharlı Ütü,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev Aletleri › Küçük Ev Aletleri › Ütü ve Dikiş › Kazanlı Ütü,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev Aletleri › Küçük Ev Aletleri › Ütü ve Dikiş › Dikey Ütü,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev Aletleri › Küçük Ev Aletleri › Ütü ve Dikiş › Ütü Masası,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev Aletleri › Küçük Ev Aletleri › Ütü ve Dikiş › Dikiş Makinesi,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev Aletleri › Küçük Ev Aletleri › Ütü ve Dikiş › Overlok Makinesi,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev Aletleri › Küçük Ev Aletleri › Hava Kalitesi › Hava Temizleyici,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev Aletleri › Küçük Ev Aletleri › Hava Kalitesi › Nem Alma Cihazı,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev Aletleri › Küçük Ev Aletleri › Hava Kalitesi › Nemlendirici,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev Aletleri › Küçük Ev Aletleri › Hava Kalitesi › Ozon Cihazı,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev Aletleri › Küçük Ev Aletleri › Kişisel Konfor › Elektrikli Battaniye,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev Aletleri › Küçük Ev Aletleri › Kişisel Konfor › Ayak Isıtıcı,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev Aletleri › Küçük Ev Aletleri › Kişisel Konfor › Elektrikli Soba,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Ev Aletleri › Küçük Ev Aletleri › Kişisel Konfor › Sinekkapan Cihazı,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Mutfak ve Sofra › Pişirme › Elektrikli Pişirme › Airfryer,CATALOG_ONLY,LISTING_ONLY,true,true,heuristic leaf policy; zero=CATALOG_ONLY secondHand=LISTING_ONLY,
Mutfak ve Sofra › Pişirme › Elektrikli Pişirme › Mini Fırın,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Mutfak ve Sofra › Pişirme › Elektrikli Pişirme › Elektrikli Izgara,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Mutfak ve Sofra › Pişirme › Elektrikli Pişirme › Tost Makinesi,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Mutfak ve Sofra › Pişirme › Elektrikli Pişirme › Waffle Makinesi,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Mutfak ve Sofra › Pişirme › Elektrikli Pişirme › Krep Makinesi,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Mutfak ve Sofra › Pişirme › Elektrikli Pişirme › Ekmek Yapma Makinesi,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Mutfak ve Sofra › Pişirme › Elektrikli Pişirme › Yoğurt Makinesi,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Mutfak ve Sofra › Pişirme › Tencere ve Tavalar › Tencere,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Mutfak ve Sofra › Pişirme › Tencere ve Tavalar › Tencere Seti,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Mutfak ve Sofra › Pişirme › Tencere ve Tavalar › Tava,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Mutfak ve Sofra › Pişirme › Tencere ve Tavalar › Döküm Tencere,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Mutfak ve Sofra › Pişirme › Tencere ve Tavalar › Döküm Tava,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Mutfak ve Sofra › Pişirme › Tencere ve Tavalar › Düdüklü Tencere,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Mutfak ve Sofra › Pişirme › Tencere ve Tavalar › Sahan,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Mutfak ve Sofra › Pişirme › Tencere ve Tavalar › Wok Tava,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Mutfak ve Sofra › Pişirme › Fırın Gereçleri › Fırın Tepsisi,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Mutfak ve Sofra › Pişirme › Fırın Gereçleri › Kek Kalıbı,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Mutfak ve Sofra › Pişirme › Fırın Gereçleri › Borcam ve Fırın Kabı,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Mutfak ve Sofra › Pişirme › Fırın Gereçleri › Silikon Kalıp,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Mutfak ve Sofra › Pişirme › Fırın Gereçleri › Pişirme Kağıdı ve Mat,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Mutfak ve Sofra › Hazırlık › Mutfak Robotları › Mutfak Robotu,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Mutfak ve Sofra › Hazırlık › Mutfak Robotları › Blender,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Mutfak ve Sofra › Hazırlık › Mutfak Robotları › El Blenderı,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Mutfak ve Sofra › Hazırlık › Mutfak Robotları › Mikser,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Mutfak ve Sofra › Hazırlık › Mutfak Robotları › Doğrayıcı,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Mutfak ve Sofra › Hazırlık › Mutfak Robotları › Rondo,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Mutfak ve Sofra › Hazırlık › Mutfak Robotları › Hamur Yoğurma Makinesi,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Mutfak ve Sofra › Hazırlık › Kesme ve Doğrama › Bıçak,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Mutfak ve Sofra › Hazırlık › Kesme ve Doğrama › Bıçak Seti,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Mutfak ve Sofra › Hazırlık › Kesme ve Doğrama › Kesme Tahtası,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Mutfak ve Sofra › Hazırlık › Kesme ve Doğrama › Rende,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Mutfak ve Sofra › Hazırlık › Kesme ve Doğrama › Soyacak,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Mutfak ve Sofra › Hazırlık › Kesme ve Doğrama › Mutfak Makası,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Mutfak ve Sofra › Hazırlık › Kesme ve Doğrama › Bileme Aleti,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Mutfak ve Sofra › Hazırlık › Ölçme ve Yardımcılar › Mutfak Tartısı,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Mutfak ve Sofra › Hazırlık › Ölçme ve Yardımcılar › Ölçü Kabı,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Mutfak ve Sofra › Hazırlık › Ölçme ve Yardımcılar › Termometre,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Mutfak ve Sofra › Hazırlık › Ölçme ve Yardımcılar › Süzgeç,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Mutfak ve Sofra › Hazırlık › Ölçme ve Yardımcılar › Kevgir,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Mutfak ve Sofra › Hazırlık › Ölçme ve Yardımcılar › Huni,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Mutfak ve Sofra › Hazırlık › Ölçme ve Yardımcılar › Spatula,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Mutfak ve Sofra › Hazırlık › Ölçme ve Yardımcılar › Maşa,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Mutfak ve Sofra › Hazırlık › Ölçme ve Yardımcılar › Çırpıcı,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Mutfak ve Sofra › İçecek Hazırlama › Kahve › Türk Kahvesi Makinesi,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Mutfak ve Sofra › İçecek Hazırlama › Kahve › Filtre Kahve Makinesi,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Mutfak ve Sofra › İçecek Hazırlama › Kahve › Espresso Makinesi,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Mutfak ve Sofra › İçecek Hazırlama › Kahve › Kapsül Kahve Makinesi,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Mutfak ve Sofra › İçecek Hazırlama › Kahve › Kahve Öğütücü,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Mutfak ve Sofra › İçecek Hazırlama › Kahve › French Press,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Mutfak ve Sofra › İçecek Hazırlama › Kahve › Moka Pot,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Mutfak ve Sofra › İçecek Hazırlama › Kahve › Kahve Demleme Ekipmanı,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Mutfak ve Sofra › İçecek Hazırlama › Çay ve Sıcak İçecek › Çay Makinesi,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Mutfak ve Sofra › İçecek Hazırlama › Çay ve Sıcak İçecek › Su Isıtıcısı,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Mutfak ve Sofra › İçecek Hazırlama › Çay ve Sıcak İçecek › Semaver,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Mutfak ve Sofra › İçecek Hazırlama › Çay ve Sıcak İçecek › Termos,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Mutfak ve Sofra › İçecek Hazırlama › Çay ve Sıcak İçecek › Mug ve Termos Bardak,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Mutfak ve Sofra › İçecek Hazırlama › Soğuk İçecek › Katı Meyve Sıkacağı,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Mutfak ve Sofra › İçecek Hazırlama › Soğuk İçecek › Narenciye Sıkacağı,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Mutfak ve Sofra › İçecek Hazırlama › Soğuk İçecek › Smoothie Blender,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Mutfak ve Sofra › İçecek Hazırlama › Soğuk İçecek › Soda Makinesi,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Mutfak ve Sofra › İçecek Hazırlama › Soğuk İçecek › Buz Makinesi,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Mutfak ve Sofra › Sofra ve Servis › Yemek Takımları › Yemek Takımı,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Mutfak ve Sofra › Sofra ve Servis › Yemek Takımları › Kahvaltı Takımı,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Mutfak ve Sofra › Sofra ve Servis › Yemek Takımları › Çatal-Kaşık-Bıçak Seti,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Mutfak ve Sofra › Sofra ve Servis › Yemek Takımları › Servis Tabağı,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Mutfak ve Sofra › Sofra ve Servis › Yemek Takımları › Salata Kasesi,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Mutfak ve Sofra › Sofra ve Servis › Bardak ve Fincan › Su Bardağı,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Mutfak ve Sofra › Sofra ve Servis › Bardak ve Fincan › Çay Bardağı,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Mutfak ve Sofra › Sofra ve Servis › Bardak ve Fincan › Kahve Fincanı,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Mutfak ve Sofra › Sofra ve Servis › Bardak ve Fincan › Kupa,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Mutfak ve Sofra › Sofra ve Servis › Bardak ve Fincan › Kadeh,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Mutfak ve Sofra › Sofra ve Servis › Bardak ve Fincan › Sürahi ve Karaf,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Mutfak ve Sofra › Sofra ve Servis › Servis Gereçleri › Tepsi,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Mutfak ve Sofra › Sofra ve Servis › Servis Gereçleri › Sunum Tahtası,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Mutfak ve Sofra › Sofra ve Servis › Servis Gereçleri › Servis Kaşığı,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Mutfak ve Sofra › Sofra ve Servis › Servis Gereçleri › Şekerlik,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Mutfak ve Sofra › Sofra ve Servis › Servis Gereçleri › Yağlık-Sirkelik,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Mutfak ve Sofra › Sofra ve Servis › Servis Gereçleri › Tuzluk-Biberlik,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Mutfak ve Sofra › Saklama ve Düzenleme › Gıda Saklama › Saklama Kabı,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Mutfak ve Sofra › Saklama ve Düzenleme › Gıda Saklama › Vakumlu Saklama Kabı,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Mutfak ve Sofra › Saklama ve Düzenleme › Gıda Saklama › Kavanoz,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
Mutfak ve Sofra › Saklama ve Düzenleme › Gıda Saklama › Baharatlık,BOTH,LISTING_ONLY,true,true,heuristic leaf policy; zero=BOTH secondHand=LISTING_ONLY,
