categoryPath,name,depth,siblingCount,duplicatePaths,issues,recommendAction
Ev Aletleri › Beyaz Eşya › İklimlendirme › Termosifon,Termosifon,3,8,,ok,KEEP
Ev Aletleri › Küçük Ev Aletleri › Temizlik › Robot Süpürge,Robot Süpürge,3,8,,ok,KEEP
Ev Aletleri › Küçük Ev Aletleri › Temizlik › Dikey Süpürge,Dikey Süpürge,3,8,,ok,KEEP
Ev Aletleri › Küçük Ev Aletleri › Temizlik › Toz Torbalı Süpürge,Toz Torbalı Süpürge,3,8,,ok,KEEP
Ev Aletleri › Küçük Ev Aletleri › Temizlik › Toz Torbasız Süpürge,Toz Torbasız Süpürge,3,8,,ok,KEEP
Ev Aletleri › Küçük Ev Aletleri › Temizlik › Islak-Kuru Süpürge,Islak-Kuru Süpürge,3,8,,ok,KEEP
Ev Aletleri › Küçük Ev Aletleri › Temizlik › Buharlı Temizleyici,Buharlı Temizleyici,3,8,,ok,KEEP
Ev Aletleri › Küçük Ev Aletleri › Temizlik › Halı Yıkama Makinesi,Halı Yıkama Makinesi,3,8,,ok,KEEP
Ev Aletleri › Küçük Ev Aletleri › Temizlik › Cam Temizleme Robotu,Cam Temizleme Robotu,3,8,,ok,KEEP
Ev Aletleri › Küçük Ev Aletleri › Ütü ve Dikiş › Buharlı Ütü,Buharlı Ütü,3,6,,ok,KEEP
Ev Aletleri › Küçük Ev Aletleri › Ütü ve Dikiş › Kazanlı Ütü,Kazanlı Ütü,3,6,,ok,KEEP
Ev Aletleri › Küçük Ev Aletleri › Ütü ve Dikiş › Dikey Ütü,Dikey Ütü,3,6,,ok,KEEP
Ev Aletleri › Küçük Ev Aletleri › Ütü ve Dikiş › Ütü Masası,Ütü Masası,3,6,,ok,KEEP
Ev Aletleri › Küçük Ev Aletleri › Ütü ve Dikiş › Dikiş Makinesi,Dikiş Makinesi,3,6,,ok,KEEP
Ev Aletleri › Küçük Ev Aletleri › Ütü ve Dikiş › Overlok Makinesi,Overlok Makinesi,3,6,,ok,KEEP
Ev Aletleri › Küçük Ev Aletleri › Hava Kalitesi › Hava Temizleyici,Hava Temizleyici,3,4,,ok,KEEP
Ev Aletleri › Küçük Ev Aletleri › Hava Kalitesi › Nem Alma Cihazı,Nem Alma Cihazı,3,4,,ok,KEEP
Ev Aletleri › Küçük Ev Aletleri › Hava Kalitesi › Nemlendirici,Nemlendirici,3,4,Kozmetik ve Kişisel Bakım › Cilt Bakımı › Yüz Bakımı › Nemlendirici,same_sense_duplicate_leaf,MANUAL_REVIEW_DEDUP
Ev Aletleri › Küçük Ev Aletleri › Hava Kalitesi › Ozon Cihazı,Ozon Cihazı,3,4,,ok,KEEP
Ev Aletleri › Küçük Ev Aletleri › Kişisel Konfor › Elektrikli Battaniye,Elektrikli Battaniye,3,4,,ok,KEEP
Ev Aletleri › Küçük Ev Aletleri › Kişisel Konfor › Ayak Isıtıcı,Ayak Isıtıcı,3,4,,ok,KEEP
Ev Aletleri › Küçük Ev Aletleri › Kişisel Konfor › Elektrikli Soba,Elektrikli Soba,3,4,,ok,KEEP
Ev Aletleri › Küçük Ev Aletleri › Kişisel Konfor › Sinekkapan Cihazı,Sinekkapan Cihazı,3,4,,ok,KEEP
Mutfak ve Sofra › Pişirme › Elektrikli Pişirme › Airfryer,Airfryer,3,8,,ok,KEEP
Mutfak ve Sofra › Pişirme › Elektrikli Pişirme › Mini Fırın,Mini Fırın,3,8,,ok,KEEP
Mutfak ve Sofra › Pişirme › Elektrikli Pişirme › Elektrikli Izgara,Elektrikli Izgara,3,8,,ok,KEEP
Mutfak ve Sofra › Pişirme › Elektrikli Pişirme › Tost Makinesi,Tost Makinesi,3,8,,ok,KEEP
Mutfak ve Sofra › Pişirme › Elektrikli Pişirme › Waffle Makinesi,Waffle Makinesi,3,8,,ok,KEEP
Mutfak ve Sofra › Pişirme › Elektrikli Pişirme › Krep Makinesi,Krep Makinesi,3,8,,ok,KEEP
Mutfak ve Sofra › Pişirme › Elektrikli Pişirme › Ekmek Yapma Makinesi,Ekmek Yapma Makinesi,3,8,,ok,KEEP
Mutfak ve Sofra › Pişirme › Elektrikli Pişirme › Yoğurt Makinesi,Yoğurt Makinesi,3,8,,ok,KEEP
Mutfak ve Sofra › Pişirme › Tencere ve Tavalar › Tencere,Tencere,3,8,,ok,KEEP
Mutfak ve Sofra › Pişirme › Tencere ve Tavalar › Tencere Seti,Tencere Seti,3,8,,ok,KEEP
Mutfak ve Sofra › Pişirme › Tencere ve Tavalar › Tava,Tava,3,8,,ok,KEEP
Mutfak ve Sofra › Pişirme › Tencere ve Tavalar › Döküm Tencere,Döküm Tencere,3,8,,ok,KEEP
Mutfak ve Sofra › Pişirme › Tencere ve Tavalar › Döküm Tava,Döküm Tava,3,8,,ok,KEEP
Mutfak ve Sofra › Pişirme › Tencere ve Tavalar › Düdüklü Tencere,Düdüklü Tencere,3,8,,ok,KEEP
Mutfak ve Sofra › Pişirme › Tencere ve Tavalar › Sahan,Sahan,3,8,,ok,KEEP
Mutfak ve Sofra › Pişirme › Tencere ve Tavalar › Wok Tava,Wok Tava,3,8,,ok,KEEP
Mutfak ve Sofra › Pişirme › Fırın Gereçleri › Fırın Tepsisi,Fırın Tepsisi,3,5,,ok,KEEP
Mutfak ve Sofra › Pişirme › Fırın Gereçleri › Kek Kalıbı,Kek Kalıbı,3,5,,ok,KEEP
Mutfak ve Sofra › Pişirme › Fırın Gereçleri › Borcam ve Fırın Kabı,Borcam ve Fırın Kabı,3,5,,ok,KEEP
Mutfak ve Sofra › Pişirme › Fırın Gereçleri › Silikon Kalıp,Silikon Kalıp,3,5,,ok,KEEP
Mutfak ve Sofra › Pişirme › Fırın Gereçleri › Pişirme Kağıdı ve Mat,Pişirme Kağıdı ve Mat,3,5,,ok,KEEP
Mutfak ve Sofra › Hazırlık › Mutfak Robotları › Mutfak Robotu,Mutfak Robotu,3,7,,ok,KEEP
Mutfak ve Sofra › Hazırlık › Mutfak Robotları › Blender,Blender,3,7,,ok,KEEP
Mutfak ve Sofra › Hazırlık › Mutfak Robotları › El Blenderı,El Blenderı,3,7,,ok,KEEP
Mutfak ve Sofra › Hazırlık › Mutfak Robotları › Mikser,Mikser,3,7,,ok,KEEP
Mutfak ve Sofra › Hazırlık › Mutfak Robotları › Doğrayıcı,Doğrayıcı,3,7,,ok,KEEP
Mutfak ve Sofra › Hazırlık › Mutfak Robotları › Rondo,Rondo,3,7,,ok,KEEP
Mutfak ve Sofra › Hazırlık › Mutfak Robotları › Hamur Yoğurma Makinesi,Hamur Yoğurma Makinesi,3,7,,ok,KEEP
Mutfak ve Sofra › Hazırlık › Kesme ve Doğrama › Bıçak,Bıçak,3,7,,ok,KEEP
Mutfak ve Sofra › Hazırlık › Kesme ve Doğrama › Bıçak Seti,Bıçak Seti,3,7,,ok,KEEP
Mutfak ve Sofra › Hazırlık › Kesme ve Doğrama › Kesme Tahtası,Kesme Tahtası,3,7,,ok,KEEP
Mutfak ve Sofra › Hazırlık › Kesme ve Doğrama › Rende,Rende,3,7,,ok,KEEP
Mutfak ve Sofra › Hazırlık › Kesme ve Doğrama › Soyacak,Soyacak,3,7,,ok,KEEP
Mutfak ve Sofra › Hazırlık › Kesme ve Doğrama › Mutfak Makası,Mutfak Makası,3,7,,ok,KEEP
Mutfak ve Sofra › Hazırlık › Kesme ve Doğrama › Bileme Aleti,Bileme Aleti,3,7,,ok,KEEP
Mutfak ve Sofra › Hazırlık › Ölçme ve Yardımcılar › Mutfak Tartısı,Mutfak Tartısı,3,9,,micro_dense_sibling,MICRO_REVIEW
Mutfak ve Sofra › Hazırlık › Ölçme ve Yardımcılar › Ölçü Kabı,Ölçü Kabı,3,9,,micro_dense_sibling,MICRO_REVIEW
Mutfak ve Sofra › Hazırlık › Ölçme ve Yardımcılar › Termometre,Termometre,3,9,,micro_dense_sibling,MICRO_REVIEW
Mutfak ve Sofra › Hazırlık › Ölçme ve Yardımcılar › Süzgeç,Süzgeç,3,9,,micro_dense_sibling,MICRO_REVIEW
Mutfak ve Sofra › Hazırlık › Ölçme ve Yardımcılar › Kevgir,Kevgir,3,9,,micro_dense_sibling,MICRO_REVIEW
Mutfak ve Sofra › Hazırlık › Ölçme ve Yardımcılar › Huni,Huni,3,9,,micro_dense_sibling,MICRO_REVIEW
Mutfak ve Sofra › Hazırlık › Ölçme ve Yardımcılar › Spatula,Spatula,3,9,,micro_dense_sibling,MICRO_REVIEW
Mutfak ve Sofra › Hazırlık › Ölçme ve Yardımcılar › Maşa,Maşa,3,9,,micro_dense_sibling,MICRO_REVIEW
Mutfak ve Sofra › Hazırlık › Ölçme ve Yardımcılar › Çırpıcı,Çırpıcı,3,9,,micro_dense_sibling,MICRO_REVIEW
Mutfak ve Sofra › İçecek Hazırlama › Kahve › Türk Kahvesi Makinesi,Türk Kahvesi Makinesi,3,8,,ok,KEEP
Mutfak ve Sofra › İçecek Hazırlama › Kahve › Filtre Kahve Makinesi,Filtre Kahve Makinesi,3,8,,ok,KEEP
Mutfak ve Sofra › İçecek Hazırlama › Kahve › Espresso Makinesi,Espresso Makinesi,3,8,,ok,KEEP
Mutfak ve Sofra › İçecek Hazırlama › Kahve › Kapsül Kahve Makinesi,Kapsül Kahve Makinesi,3,8,,ok,KEEP
Mutfak ve Sofra › İçecek Hazırlama › Kahve › Kahve Öğütücü,Kahve Öğütücü,3,8,,ok,KEEP
Mutfak ve Sofra › İçecek Hazırlama › Kahve › French Press,French Press,3,8,,ok,KEEP
Mutfak ve Sofra › İçecek Hazırlama › Kahve › Moka Pot,Moka Pot,3,8,,ok,KEEP
Mutfak ve Sofra › İçecek Hazırlama › Kahve › Kahve Demleme Ekipmanı,Kahve Demleme Ekipmanı,3,8,,ok,KEEP
Mutfak ve Sofra › İçecek Hazırlama › Çay ve Sıcak İçecek › Çay Makinesi,Çay Makinesi,3,5,,ok,KEEP
Mutfak ve Sofra › İçecek Hazırlama › Çay ve Sıcak İçecek › Su Isıtıcısı,Su Isıtıcısı,3,5,,ok,KEEP
Mutfak ve Sofra › İçecek Hazırlama › Çay ve Sıcak İçecek › Semaver,Semaver,3,5,,ok,KEEP
Mutfak ve Sofra › İçecek Hazırlama › Çay ve Sıcak İçecek › Termos,Termos,3,5,,ok,KEEP
Mutfak ve Sofra › İçecek Hazırlama › Çay ve Sıcak İçecek › Mug ve Termos Bardak,Mug ve Termos Bardak,3,5,,ok,KEEP
Mutfak ve Sofra › İçecek Hazırlama › Soğuk İçecek › Katı Meyve Sıkacağı,Katı Meyve Sıkacağı,3,5,,ok,KEEP
Mutfak ve Sofra › İçecek Hazırlama › Soğuk İçecek › Narenciye Sıkacağı,Narenciye Sıkacağı,3,5,,ok,KEEP
Mutfak ve Sofra › İçecek Hazırlama › Soğuk İçecek › Smoothie Blender,Smoothie Blender,3,5,,ok,KEEP
Mutfak ve Sofra › İçecek Hazırlama › Soğuk İçecek › Soda Makinesi,Soda Makinesi,3,5,,ok,KEEP
Mutfak ve Sofra › İçecek Hazırlama › Soğuk İçecek › Buz Makinesi,Buz Makinesi,3,5,Endüstriyel ve Ticari Ürünler › Restoran ve Otel › Servis Ekipmanları › Buz Makinesi,same_sense_duplicate_leaf,MANUAL_REVIEW_DEDUP
Mutfak ve Sofra › Sofra ve Servis › Yemek Takımları › Yemek Takımı,Yemek Takımı,3,5,,ok,KEEP
Mutfak ve Sofra › Sofra ve Servis › Yemek Takımları › Kahvaltı Takımı,Kahvaltı Takımı,3,5,,ok,KEEP
Mutfak ve Sofra › Sofra ve Servis › Yemek Takımları › Çatal-Kaşık-Bıçak Seti,Çatal-Kaşık-Bıçak Seti,3,5,,ok,KEEP
Mutfak ve Sofra › Sofra ve Servis › Yemek Takımları › Servis Tabağı,Servis Tabağı,3,5,,ok,KEEP
Mutfak ve Sofra › Sofra ve Servis › Yemek Takımları › Salata Kasesi,Salata Kasesi,3,5,,ok,KEEP
Mutfak ve Sofra › Sofra ve Servis › Bardak ve Fincan › Su Bardağı,Su Bardağı,3,6,,ok,KEEP
Mutfak ve Sofra › Sofra ve Servis › Bardak ve Fincan › Çay Bardağı,Çay Bardağı,3,6,,ok,KEEP
Mutfak ve Sofra › Sofra ve Servis › Bardak ve Fincan › Kahve Fincanı,Kahve Fincanı,3,6,,ok,KEEP
Mutfak ve Sofra › Sofra ve Servis › Bardak ve Fincan › Kupa,Kupa,3,6,,ok,KEEP
Mutfak ve Sofra › Sofra ve Servis › Bardak ve Fincan › Kadeh,Kadeh,3,6,,ok,KEEP
Mutfak ve Sofra › Sofra ve Servis › Bardak ve Fincan › Sürahi ve Karaf,Sürahi ve Karaf,3,6,,ok,KEEP
Mutfak ve Sofra › Sofra ve Servis › Servis Gereçleri › Tepsi,Tepsi,3,6,,ok,KEEP
Mutfak ve Sofra › Sofra ve Servis › Servis Gereçleri › Sunum Tahtası,Sunum Tahtası,3,6,,ok,KEEP
Mutfak ve Sofra › Sofra ve Servis › Servis Gereçleri › Servis Kaşığı,Servis Kaşığı,3,6,,ok,KEEP
Mutfak ve Sofra › Sofra ve Servis › Servis Gereçleri › Şekerlik,Şekerlik,3,6,,ok,KEEP
Mutfak ve Sofra › Sofra ve Servis › Servis Gereçleri › Yağlık-Sirkelik,Yağlık-Sirkelik,3,6,,ok,KEEP
Mutfak ve Sofra › Sofra ve Servis › Servis Gereçleri › Tuzluk-Biberlik,Tuzluk-Biberlik,3,6,,ok,KEEP
Mutfak ve Sofra › Saklama ve Düzenleme › Gıda Saklama › Saklama Kabı,Saklama Kabı,3,6,,ok,KEEP
Mutfak ve Sofra › Saklama ve Düzenleme › Gıda Saklama › Vakumlu Saklama Kabı,Vakumlu Saklama Kabı,3,6,,ok,KEEP
Mutfak ve Sofra › Saklama ve Düzenleme › Gıda Saklama › Kavanoz,Kavanoz,3,6,,ok,KEEP
Mutfak ve Sofra › Saklama ve Düzenleme › Gıda Saklama › Baharatlık,Baharatlık,3,6,,ok,KEEP
Mutfak ve Sofra › Saklama ve Düzenleme › Gıda Saklama › Ekmek Kutusu,Ekmek Kutusu,3,6,,ok,KEEP
Mutfak ve Sofra › Saklama ve Düzenleme › Gıda Saklama › Buzdolabı Düzenleyici,Buzdolabı Düzenleyici,3,6,,ok,KEEP
Mutfak ve Sofra › Saklama ve Düzenleme › Mutfak Düzenleme › Kaşıklık,Kaşıklık,3,6,,ok,KEEP
Mutfak ve Sofra › Saklama ve Düzenleme › Mutfak Düzenleme › Bulaşıklık,Bulaşıklık,3,6,,ok,KEEP
Mutfak ve Sofra › Saklama ve Düzenleme › Mutfak Düzenleme › Raf Düzenleyici,Raf Düzenleyici,3,6,,ok,KEEP
Mutfak ve Sofra › Saklama ve Düzenleme › Mutfak Düzenleme › Dolap İçi Düzenleyici,Dolap İçi Düzenleyici,3,6,,ok,KEEP
Mutfak ve Sofra › Saklama ve Düzenleme › Mutfak Düzenleme › Poşetlik,Poşetlik,3,6,,ok,KEEP
Mutfak ve Sofra › Saklama ve Düzenleme › Mutfak Düzenleme › Çöp Kovası,Çöp Kovası,3,6,,ok,KEEP
Mutfak ve Sofra › Su Arıtma › Su Arıtma Ürünleri › Filtreli Sürahi,Filtreli Sürahi,3,6,,ok,KEEP
Mutfak ve Sofra › Su Arıtma › Su Arıtma Ürünleri › Su Arıtma Cihazı,Su Arıtma Cihazı,3,6,,ok,KEEP
Mutfak ve Sofra › Su Arıtma › Su Arıtma Ürünleri › Musluk Filtresi,Musluk Filtresi,3,6,,ok,KEEP
Mutfak ve Sofra › Su Arıtma › Su Arıtma Ürünleri › Yedek Filtre,Yedek Filtre,3,6,,ok,KEEP
Mutfak ve Sofra › Su Arıtma › Su Arıtma Ürünleri › Su Sebili,Su Sebili,3,6,,ok,KEEP
Mutfak ve Sofra › Su Arıtma › Su Arıtma Ürünleri › Tezgah Üstü Su Arıtıcı,Tezgah Üstü Su Arıtıcı,3,6,,ok,KEEP
Ev ve Yaşam › Mobilya › Salon › Koltuk Takımı,Koltuk Takımı,3,9,,micro_dense_sibling,MICRO_REVIEW
Ev ve Yaşam › Mobilya › Salon › Kanepe,Kanepe,3,9,,micro_dense_sibling,MICRO_REVIEW
Ev ve Yaşam › Mobilya › Salon › Berjer,Berjer,3,9,,micro_dense_sibling,MICRO_REVIEW
Ev ve Yaşam › Mobilya › Salon › TV Ünitesi,TV Ünitesi,3,9,,micro_dense_sibling,MICRO_REVIEW
Ev ve Yaşam › Mobilya › Salon › Orta Sehpa,Orta Sehpa,3,9,,micro_dense_sibling,MICRO_REVIEW
Ev ve Yaşam › Mobilya › Salon › Yan Sehpa,Yan Sehpa,3,9,,micro_dense_sibling,MICRO_REVIEW
Ev ve Yaşam › Mobilya › Salon › Kitaplık,Kitaplık,3,9,,micro_dense_sibling,MICRO_REVIEW
Ev ve Yaşam › Mobilya › Salon › Konsol,Konsol,3,9,,micro_dense_sibling,MICRO_REVIEW
Ev ve Yaşam › Mobilya › Salon › Vitrin,Vitrin,3,9,Endüstriyel ve Ticari Ürünler › Mağaza ve Market › Mağaza Ekipmanları › Vitrin,same_sense_duplicate_leaf|micro_dense_sibling,MANUAL_REVIEW_DEDUP
Ev ve Yaşam › Mobilya › Yatak Odası › Yatak Odası Takımı,Yatak Odası Takımı,3,8,,ok,KEEP
Ev ve Yaşam › Mobilya › Yatak Odası › Yatak,Yatak,3,8,,ok,KEEP
Ev ve Yaşam › Mobilya › Yatak Odası › Baza,Baza,3,8,,ok,KEEP
Ev ve Yaşam › Mobilya › Yatak Odası › Başlık,Başlık,3,8,,ok,KEEP
Ev ve Yaşam › Mobilya › Yatak Odası › Gardırop,Gardırop,3,8,,ok,KEEP
Ev ve Yaşam › Mobilya › Yatak Odası › Şifonyer,Şifonyer,3,8,,ok,KEEP
Ev ve Yaşam › Mobilya › Yatak Odası › Komodin,Komodin,3,8,,ok,KEEP
Ev ve Yaşam › Mobilya › Yatak Odası › Makyaj Masası,Makyaj Masası,3,8,,ok,KEEP
Ev ve Yaşam › Mobilya › Yemek Odası › Yemek Masası,Yemek Masası,3,6,,ok,KEEP
Ev ve Yaşam › Mobilya › Yemek Odası › Sandalye,Sandalye,3,6,,ok,KEEP
Ev ve Yaşam › Mobilya › Yemek Odası › Yemek Odası Takımı,Yemek Odası Takımı,3,6,,ok,KEEP
Ev ve Yaşam › Mobilya › Yemek Odası › Bank,Bank,3,6,,ok,KEEP
Ev ve Yaşam › Mobilya › Yemek Odası › Bar Masası,Bar Masası,3,6,,ok,KEEP
Ev ve Yaşam › Mobilya › Yemek Odası › Bar Sandalyesi,Bar Sandalyesi,3,6,,ok,KEEP
Ev ve Yaşam › Mobilya › Çalışma Odası › Çalışma Masası,Çalışma Masası,3,6,Ev ve Yaşam › Mobilya › Çocuk ve Genç Odası › Çalışma Masası,same_sense_duplicate_leaf,MANUAL_REVIEW_DEDUP
Ev ve Yaşam › Mobilya › Çalışma Odası › Ofis Koltuğu,Ofis Koltuğu,3,6,"Kitap, Kırtasiye ve Ofis › Ofis › Ofis Mobilyası › Ofis Koltuğu",same_sense_duplicate_leaf,MANUAL_REVIEW_DEDUP
Ev ve Yaşam › Mobilya › Çalışma Odası › Çalışma Koltuğu,Çalışma Koltuğu,3,6,,ok,KEEP
Ev ve Yaşam › Mobilya › Çalışma Odası › Dosya Dolabı,Dosya Dolabı,3,6,"Kitap, Kırtasiye ve Ofis › Ofis › Ofis Mobilyası › Dosya Dolabı",same_sense_duplicate_leaf,MANUAL_REVIEW_DEDUP
Ev ve Yaşam › Mobilya › Çalışma Odası › Raf,Raf,3,6,,very_short_name,KEEP
Ev ve Yaşam › Mobilya › Çalışma Odası › Toplantı Masası,Toplantı Masası,3,6,"Kitap, Kırtasiye ve Ofis › Ofis › Ofis Mobilyası › Toplantı Masası",same_sense_duplicate_leaf,MANUAL_REVIEW_DEDUP
Ev ve Yaşam › Mobilya › Çocuk ve Genç Odası › Çocuk Odası Takımı,Çocuk Odası Takımı,3,6,,ok,KEEP
Ev ve Yaşam › Mobilya › Çocuk ve Genç Odası › Genç Odası Takımı,Genç Odası Takımı,3,6,,ok,KEEP
Ev ve Yaşam › Mobilya › Çocuk ve Genç Odası › Çocuk Yatağı,Çocuk Yatağı,3,6,,ok,KEEP
Ev ve Yaşam › Mobilya › Çocuk ve Genç Odası › Ranza,Ranza,3,6,,ok,KEEP
Ev ve Yaşam › Mobilya › Çocuk ve Genç Odası › Çalışma Masası,Çalışma Masası,3,6,Ev ve Yaşam › Mobilya › Çalışma Odası › Çalışma Masası,same_sense_duplicate_leaf,MANUAL_REVIEW_DEDUP
Ev ve Yaşam › Mobilya › Çocuk ve Genç Odası › Oyuncak Dolabı,Oyuncak Dolabı,3,6,,ok,KEEP
Ev ve Yaşam › Mobilya › Antre ve Balkon › Portmanto,Portmanto,3,5,,ok,KEEP
Ev ve Yaşam › Mobilya › Antre ve Balkon › Ayakkabılık,Ayakkabılık,3,5,,ok,KEEP
Ev ve Yaşam › Mobilya › Antre ve Balkon › Dresuar,Dresuar,3,5,,ok,KEEP
Ev ve Yaşam › Mobilya › Antre ve Balkon › Balkon Mobilyası,Balkon Mobilyası,3,5,,ok,KEEP
Ev ve Yaşam › Mobilya › Antre ve Balkon › Bahçe Mobilyası,Bahçe Mobilyası,3,5,,ok,KEEP
Ev ve Yaşam › Ev Tekstili › Yatak Tekstili › Nevresim Takımı,Nevresim Takımı,3,7,,ok,KEEP
Ev ve Yaşam › Ev Tekstili › Yatak Tekstili › Çarşaf,Çarşaf,3,7,,ok,KEEP
Ev ve Yaşam › Ev Tekstili › Yatak Tekstili › Yastık,Yastık,3,7,,ok,KEEP
Ev ve Yaşam › Ev Tekstili › Yatak Tekstili › Yorgan,Yorgan,3,7,,ok,KEEP
Ev ve Yaşam › Ev Tekstili › Yatak Tekstili › Battaniye,Battaniye,3,7,,ok,KEEP
Ev ve Yaşam › Ev Tekstili › Yatak Tekstili › Alez,Alez,3,7,,ok,KEEP
Ev ve Yaşam › Ev Tekstili › Yatak Tekstili › Yatak Örtüsü,Yatak Örtüsü,3,7,,ok,KEEP
Ev ve Yaşam › Ev Tekstili › Banyo Tekstili › Havlu,Havlu,3,4,,ok,KEEP
Ev ve Yaşam › Ev Tekstili › Banyo Tekstili › Bornoz,Bornoz,3,4,,ok,KEEP
Ev ve Yaşam › Ev Tekstili › Banyo Tekstili › Banyo Paspası,Banyo Paspası,3,4,,ok,KEEP
Ev ve Yaşam › Ev Tekstili › Banyo Tekstili › Duş Perdesi,Duş Perdesi,3,4,,ok,KEEP
Ev ve Yaşam › Ev Tekstili › Salon Tekstili › Perde,Perde,3,7,,ok,KEEP
Ev ve Yaşam › Ev Tekstili › Salon Tekstili › Tül Perde,Tül Perde,3,7,,ok,KEEP
Ev ve Yaşam › Ev Tekstili › Salon Tekstili › Fon Perde,Fon Perde,3,7,,ok,KEEP
Ev ve Yaşam › Ev Tekstili › Salon Tekstili › Stor Perde,Stor Perde,3,7,,ok,KEEP
Ev ve Yaşam › Ev Tekstili › Salon Tekstili › Kırlent,Kırlent,3,7,,ok,KEEP
Ev ve Yaşam › Ev Tekstili › Salon Tekstili › Kırlent Kılıfı,Kırlent Kılıfı,3,7,,ok,KEEP
Ev ve Yaşam › Ev Tekstili › Salon Tekstili › Koltuk Örtüsü,Koltuk Örtüsü,3,7,,ok,KEEP
Ev ve Yaşam › Ev Tekstili › Mutfak Tekstili › Masa Örtüsü,Masa Örtüsü,3,6,,ok,KEEP
Ev ve Yaşam › Ev Tekstili › Mutfak Tekstili › Runner,Runner,3,6,,ok,KEEP
Ev ve Yaşam › Ev Tekstili › Mutfak Tekstili › Peçete,Peçete,3,6,,ok,KEEP
Ev ve Yaşam › Ev Tekstili › Mutfak Tekstili › Mutfak Havlusu,Mutfak Havlusu,3,6,,ok,KEEP
Ev ve Yaşam › Ev Tekstili › Mutfak Tekstili › Önlük,Önlük,3,6,,ok,KEEP
Ev ve Yaşam › Ev Tekstili › Mutfak Tekstili › Eldiven ve Tutacak,Eldiven ve Tutacak,3,6,,ok,KEEP
Ev ve Yaşam › Dekorasyon › Duvar Dekorasyonu › Tablo,Tablo,3,6,,ok,KEEP
Ev ve Yaşam › Dekorasyon › Duvar Dekorasyonu › Poster,Poster,3,6,,ok,KEEP
Ev ve Yaşam › Dekorasyon › Duvar Dekorasyonu › Duvar Saati,Duvar Saati,3,6,,ok,KEEP
Ev ve Yaşam › Dekorasyon › Duvar Dekorasyonu › Ayna,Ayna,3,6,Otomotiv Aksesuar › Motosiklet Aksesuar › Motosiklet Parça › Ayna,same_sense_duplicate_leaf,MANUAL_REVIEW_DEDUP
Ev ve Yaşam › Dekorasyon › Duvar Dekorasyonu › Duvar Rafı,Duvar Rafı,3,6,,ok,KEEP
Ev ve Yaşam › Dekorasyon › Duvar Dekorasyonu › Duvar Sticker,Duvar Sticker,3,6,,ok,KEEP
Ev ve Yaşam › Dekorasyon › Masaüstü Dekor › Vazo,Vazo,3,6,,ok,KEEP
Ev ve Yaşam › Dekorasyon › Masaüstü Dekor › Biblo,Biblo,3,6,,ok,KEEP
Ev ve Yaşam › Dekorasyon › Masaüstü Dekor › Mum,Mum,3,6,,very_short_name,KEEP
Ev ve Yaşam › Dekorasyon › Masaüstü Dekor › Mumluk,Mumluk,3,6,,ok,KEEP
Ev ve Yaşam › Dekorasyon › Masaüstü Dekor › Dekoratif Kutu,Dekoratif Kutu,3,6,,ok,KEEP
Ev ve Yaşam › Dekorasyon › Masaüstü Dekor › Fotoğraf Çerçevesi,Fotoğraf Çerçevesi,3,6,,ok,KEEP
Ev ve Yaşam › Dekorasyon › Halı ve Zemin › Halı,Halı,3,6,,ok,KEEP
Ev ve Yaşam › Dekorasyon › Halı ve Zemin › Yolluk,Yolluk,3,6,,ok,KEEP
Ev ve Yaşam › Dekorasyon › Halı ve Zemin › Kilim,Kilim,3,6,,ok,KEEP
Ev ve Yaşam › Dekorasyon › Halı ve Zemin › Paspas,Paspas,3,6,Otomotiv Aksesuar › Araç İçi › Konfor › Paspas,same_sense_duplicate_leaf,MANUAL_REVIEW_DEDUP
Ev ve Yaşam › Dekorasyon › Halı ve Zemin › PVC Zemin,PVC Zemin,3,6,,ok,KEEP
Ev ve Yaşam › Dekorasyon › Halı ve Zemin › Yer Minderi,Yer Minderi,3,6,,ok,KEEP
Ev ve Yaşam › Aydınlatma › İç Mekan › Avize,Avize,3,8,,ok,KEEP
Ev ve Yaşam › Aydınlatma › İç Mekan › Sarkıt,Sarkıt,3,8,,ok,KEEP
Ev ve Yaşam › Aydınlatma › İç Mekan › Plafonyer,Plafonyer,3,8,,ok,KEEP
Ev ve Yaşam › Aydınlatma › İç Mekan › Aplik,Aplik,3,8,,ok,KEEP
Ev ve Yaşam › Aydınlatma › İç Mekan › Lambader,Lambader,3,8,,ok,KEEP
Ev ve Yaşam › Aydınlatma › İç Mekan › Abajur,Abajur,3,8,,ok,KEEP
Ev ve Yaşam › Aydınlatma › İç Mekan › Masa Lambası,Masa Lambası,3,8,,ok,KEEP
Ev ve Yaşam › Aydınlatma › İç Mekan › Gece Lambası,Gece Lambası,3,8,,ok,KEEP
Ev ve Yaşam › Aydınlatma › Dış Mekan › Bahçe Aydınlatması,Bahçe Aydınlatması,3,4,,ok,KEEP
Ev ve Yaşam › Aydınlatma › Dış Mekan › Solar Aydınlatma,Solar Aydınlatma,3,4,,ok,KEEP
Ev ve Yaşam › Aydınlatma › Dış Mekan › Projektör,Projektör,3,4,,ok,KEEP
Ev ve Yaşam › Aydınlatma › Dış Mekan › Sensörlü Aydınlatma,Sensörlü Aydınlatma,3,4,,ok,KEEP
Ev ve Yaşam › Aydınlatma › Ampul ve Ekipman › LED Ampul,LED Ampul,3,6,,ok,KEEP
