categoryPath,modelMode,reason,requiresSeedModels,priority,notes
Mutfak ve Sofra › Hazırlık › Mutfak Robotları › Rondo,OPTIONAL,optional model,false,2,
Mutfak ve Sofra › Hazırlık › Mutfak Robotları › Hamur Yoğurma Makinesi,OPTIONAL,optional model,false,2,
Mutfak ve Sofra › Hazırlık › Kesme ve Doğrama › Bıçak,OPTIONAL,optional model,false,2,
Mutfak ve Sofra › Hazırlık › Kesme ve Doğrama › Bıçak Seti,OPTIONAL,optional model,false,2,
Mutfak ve Sofra › Hazırlık › Kesme ve Doğrama › Kesme Tahtası,OPTIONAL,optional model,false,2,
Mutfak ve Sofra › Hazırlık › Kesme ve Doğrama › Rende,OPTIONAL,optional model,false,2,
Mutfak ve Sofra › Hazırlık › Kesme ve Doğrama › Soyacak,OPTIONAL,optional model,false,2,
Mutfak ve Sofra › Hazırlık › Kesme ve Doğrama › Mutfak Makası,OPTIONAL,optional model,false,2,
Mutfak ve Sofra › Hazırlık › Kesme ve Doğrama › Bileme Aleti,OPTIONAL,optional model,false,2,
Mutfak ve Sofra › Hazırlık › Ölçme ve Yardımcılar › Mutfak Tartısı,OPTIONAL,optional model,false,2,
Mutfak ve Sofra › Hazırlık › Ölçme ve Yardımcılar › Ölçü Kabı,OPTIONAL,optional model,false,2,
Mutfak ve Sofra › Hazırlık › Ölçme ve Yardımcılar › Termometre,OPTIONAL,optional model,false,2,
Mutfak ve Sofra › Hazırlık › Ölçme ve Yardımcılar › Süzgeç,OPTIONAL,optional model,false,2,
Mutfak ve Sofra › Hazırlık › Ölçme ve Yardımcılar › Kevgir,OPTIONAL,optional model,false,2,
Mutfak ve Sofra › Hazırlık › Ölçme ve Yardımcılar › Huni,OPTIONAL,optional model,false,2,
Mutfak ve Sofra › Hazırlık › Ölçme ve Yardımcılar › Spatula,OPTIONAL,optional model,false,2,
Mutfak ve Sofra › Hazırlık › Ölçme ve Yardımcılar › Maşa,OPTIONAL,optional model,false,2,
Mutfak ve Sofra › Hazırlık › Ölçme ve Yardımcılar › Çırpıcı,OPTIONAL,optional model,false,2,
Mutfak ve Sofra › İçecek Hazırlama › Kahve › Türk Kahvesi Makinesi,OPTIONAL,optional model,false,2,
Mutfak ve Sofra › İçecek Hazırlama › Kahve › Filtre Kahve Makinesi,OPTIONAL,optional model,false,2,
Mutfak ve Sofra › İçecek Hazırlama › Kahve › Espresso Makinesi,OPTIONAL,optional model,false,2,
Mutfak ve Sofra › İçecek Hazırlama › Kahve › Kapsül Kahve Makinesi,OPTIONAL,optional model,false,2,
Mutfak ve Sofra › İçecek Hazırlama › Kahve › Kahve Öğütücü,OPTIONAL,optional model,false,2,
Mutfak ve Sofra › İçecek Hazırlama › Kahve › French Press,OPTIONAL,optional model,false,2,
Mutfak ve Sofra › İçecek Hazırlama › Kahve › Moka Pot,OPTIONAL,optional model,false,2,
Mutfak ve Sofra › İçecek Hazırlama › Kahve › Kahve Demleme Ekipmanı,OPTIONAL,optional model,false,2,
Mutfak ve Sofra › İçecek Hazırlama › Çay ve Sıcak İçecek › Çay Makinesi,OPTIONAL,optional model,false,2,
Mutfak ve Sofra › İçecek Hazırlama › Çay ve Sıcak İçecek › Su Isıtıcısı,OPTIONAL,optional model,false,2,
Mutfak ve Sofra › İçecek Hazırlama › Çay ve Sıcak İçecek › Semaver,OPTIONAL,optional model,false,2,
Mutfak ve Sofra › İçecek Hazırlama › Çay ve Sıcak İçecek › Termos,OPTIONAL,optional model,false,2,
Mutfak ve Sofra › İçecek Hazırlama › Çay ve Sıcak İçecek › Mug ve Termos Bardak,OPTIONAL,optional model,false,2,
Mutfak ve Sofra › İçecek Hazırlama › Soğuk İçecek › Katı Meyve Sıkacağı,OPTIONAL,optional model,false,2,
Mutfak ve Sofra › İçecek Hazırlama › Soğuk İçecek › Narenciye Sıkacağı,OPTIONAL,optional model,false,2,
Mutfak ve Sofra › İçecek Hazırlama › Soğuk İçecek › Smoothie Blender,OPTIONAL,optional model,false,2,
Mutfak ve Sofra › İçecek Hazırlama › Soğuk İçecek › Soda Makinesi,OPTIONAL,optional model,false,2,
Mutfak ve Sofra › İçecek Hazırlama › Soğuk İçecek › Buz Makinesi,OPTIONAL,optional model,false,2,
Mutfak ve Sofra › Sofra ve Servis › Yemek Takımları › Yemek Takımı,OPTIONAL,optional model,false,2,
Mutfak ve Sofra › Sofra ve Servis › Yemek Takımları › Kahvaltı Takımı,OPTIONAL,optional model,false,2,
Mutfak ve Sofra › Sofra ve Servis › Yemek Takımları › Çatal-Kaşık-Bıçak Seti,OPTIONAL,optional model,false,2,
Mutfak ve Sofra › Sofra ve Servis › Yemek Takımları › Servis Tabağı,OPTIONAL,optional model,false,2,
Mutfak ve Sofra › Sofra ve Servis › Yemek Takımları › Salata Kasesi,OPTIONAL,optional model,false,2,
Mutfak ve Sofra › Sofra ve Servis › Bardak ve Fincan › Su Bardağı,OPTIONAL,optional model,false,2,
Mutfak ve Sofra › Sofra ve Servis › Bardak ve Fincan › Çay Bardağı,OPTIONAL,optional model,false,2,
Mutfak ve Sofra › Sofra ve Servis › Bardak ve Fincan › Kahve Fincanı,OPTIONAL,optional model,false,2,
Mutfak ve Sofra › Sofra ve Servis › Bardak ve Fincan › Kupa,OPTIONAL,optional model,false,2,
Mutfak ve Sofra › Sofra ve Servis › Bardak ve Fincan › Kadeh,OPTIONAL,optional model,false,2,
Mutfak ve Sofra › Sofra ve Servis › Bardak ve Fincan › Sürahi ve Karaf,OPTIONAL,optional model,false,2,
Mutfak ve Sofra › Sofra ve Servis › Servis Gereçleri › Tepsi,OPTIONAL,optional model,false,2,
Mutfak ve Sofra › Sofra ve Servis › Servis Gereçleri › Sunum Tahtası,OPTIONAL,optional model,false,2,
Mutfak ve Sofra › Sofra ve Servis › Servis Gereçleri › Servis Kaşığı,OPTIONAL,optional model,false,2,
Mutfak ve Sofra › Sofra ve Servis › Servis Gereçleri › Şekerlik,OPTIONAL,optional model,false,2,
Mutfak ve Sofra › Sofra ve Servis › Servis Gereçleri › Yağlık-Sirkelik,OPTIONAL,optional model,false,2,
Mutfak ve Sofra › Sofra ve Servis › Servis Gereçleri › Tuzluk-Biberlik,OPTIONAL,optional model,false,2,
Mutfak ve Sofra › Saklama ve Düzenleme › Gıda Saklama › Saklama Kabı,DISABLED,apparel/accessory style,false,3,
Mutfak ve Sofra › Saklama ve Düzenleme › Gıda Saklama › Vakumlu Saklama Kabı,DISABLED,apparel/accessory style,false,3,
Mutfak ve Sofra › Saklama ve Düzenleme › Gıda Saklama › Kavanoz,OPTIONAL,optional model,false,2,
Mutfak ve Sofra › Saklama ve Düzenleme › Gıda Saklama › Baharatlık,OPTIONAL,optional model,false,2,
Mutfak ve Sofra › Saklama ve Düzenleme › Gıda Saklama › Ekmek Kutusu,DISABLED,apparel/accessory style,false,3,
Mutfak ve Sofra › Saklama ve Düzenleme › Gıda Saklama › Buzdolabı Düzenleyici,OPTIONAL,optional model,false,2,
Mutfak ve Sofra › Saklama ve Düzenleme › Mutfak Düzenleme › Kaşıklık,OPTIONAL,optional model,false,2,
Mutfak ve Sofra › Saklama ve Düzenleme › Mutfak Düzenleme › Bulaşıklık,OPTIONAL,optional model,false,2,
Mutfak ve Sofra › Saklama ve Düzenleme › Mutfak Düzenleme › Raf Düzenleyici,OPTIONAL,optional model,false,2,
Mutfak ve Sofra › Saklama ve Düzenleme › Mutfak Düzenleme › Dolap İçi Düzenleyici,OPTIONAL,optional model,false,2,
Mutfak ve Sofra › Saklama ve Düzenleme › Mutfak Düzenleme › Poşetlik,OPTIONAL,optional model,false,2,
Mutfak ve Sofra › Saklama ve Düzenleme › Mutfak Düzenleme › Çöp Kovası,OPTIONAL,optional model,false,2,
Mutfak ve Sofra › Su Arıtma › Su Arıtma Ürünleri › Filtreli Sürahi,OPTIONAL,optional model,false,2,
Mutfak ve Sofra › Su Arıtma › Su Arıtma Ürünleri › Su Arıtma Cihazı,OPTIONAL,optional model,false,2,
Mutfak ve Sofra › Su Arıtma › Su Arıtma Ürünleri › Musluk Filtresi,OPTIONAL,optional model,false,2,
Mutfak ve Sofra › Su Arıtma › Su Arıtma Ürünleri › Yedek Filtre,OPTIONAL,optional model,false,2,
Mutfak ve Sofra › Su Arıtma › Su Arıtma Ürünleri › Su Sebili,OPTIONAL,optional model,false,2,
Mutfak ve Sofra › Su Arıtma › Su Arıtma Ürünleri › Tezgah Üstü Su Arıtıcı,OPTIONAL,optional model,false,2,
Ev ve Yaşam › Mobilya › Salon › Koltuk Takımı,OPTIONAL,optional model,false,2,
Ev ve Yaşam › Mobilya › Salon › Kanepe,OPTIONAL,optional model,false,2,
Ev ve Yaşam › Mobilya › Salon › Berjer,OPTIONAL,optional model,false,2,
Ev ve Yaşam › Mobilya › Salon › TV Ünitesi,OPTIONAL,optional model,false,2,
Ev ve Yaşam › Mobilya › Salon › Orta Sehpa,OPTIONAL,optional model,false,2,
Ev ve Yaşam › Mobilya › Salon › Yan Sehpa,OPTIONAL,optional model,false,2,
Ev ve Yaşam › Mobilya › Salon › Kitaplık,OPTIONAL,optional model,false,2,
Ev ve Yaşam › Mobilya › Salon › Konsol,OPTIONAL,optional model,false,2,
Ev ve Yaşam › Mobilya › Salon › Vitrin,OPTIONAL,optional model,false,2,
Ev ve Yaşam › Mobilya › Yatak Odası › Yatak Odası Takımı,OPTIONAL,optional model,false,2,
Ev ve Yaşam › Mobilya › Yatak Odası › Yatak,OPTIONAL,optional model,false,2,
Ev ve Yaşam › Mobilya › Yatak Odası › Baza,OPTIONAL,optional model,false,2,
Ev ve Yaşam › Mobilya › Yatak Odası › Başlık,OPTIONAL,optional model,false,2,
Ev ve Yaşam › Mobilya › Yatak Odası › Gardırop,OPTIONAL,optional model,false,2,
Ev ve Yaşam › Mobilya › Yatak Odası › Şifonyer,OPTIONAL,optional model,false,2,
Ev ve Yaşam › Mobilya › Yatak Odası › Komodin,OPTIONAL,optional model,false,2,
Ev ve Yaşam › Mobilya › Yatak Odası › Makyaj Masası,OPTIONAL,optional model,false,2,
Ev ve Yaşam › Mobilya › Yemek Odası › Yemek Masası,OPTIONAL,optional model,false,2,
Ev ve Yaşam › Mobilya › Yemek Odası › Sandalye,OPTIONAL,optional model,false,2,
Ev ve Yaşam › Mobilya › Yemek Odası › Yemek Odası Takımı,OPTIONAL,optional model,false,2,
Ev ve Yaşam › Mobilya › Yemek Odası › Bank,OPTIONAL,optional model,false,2,
Ev ve Yaşam › Mobilya › Yemek Odası › Bar Masası,OPTIONAL,optional model,false,2,
Ev ve Yaşam › Mobilya › Yemek Odası › Bar Sandalyesi,OPTIONAL,optional model,false,2,
Ev ve Yaşam › Mobilya › Çalışma Odası › Çalışma Masası,OPTIONAL,optional model,false,2,
Ev ve Yaşam › Mobilya › Çalışma Odası › Ofis Koltuğu,OPTIONAL,optional model,false,2,
Ev ve Yaşam › Mobilya › Çalışma Odası › Çalışma Koltuğu,OPTIONAL,optional model,false,2,
Ev ve Yaşam › Mobilya › Çalışma Odası › Dosya Dolabı,OPTIONAL,optional model,false,2,
Ev ve Yaşam › Mobilya › Çalışma Odası › Raf,OPTIONAL,optional model,false,2,
Ev ve Yaşam › Mobilya › Çalışma Odası › Toplantı Masası,OPTIONAL,optional model,false,2,
Ev ve Yaşam › Mobilya › Çocuk ve Genç Odası › Çocuk Odası Takımı,OPTIONAL,optional model,false,2,
Ev ve Yaşam › Mobilya › Çocuk ve Genç Odası › Genç Odası Takımı,OPTIONAL,optional model,false,2,
Ev ve Yaşam › Mobilya › Çocuk ve Genç Odası › Çocuk Yatağı,OPTIONAL,optional model,false,2,
Ev ve Yaşam › Mobilya › Çocuk ve Genç Odası › Ranza,OPTIONAL,optional model,false,2,
Ev ve Yaşam › Mobilya › Çocuk ve Genç Odası › Çalışma Masası,OPTIONAL,optional model,false,2,
Ev ve Yaşam › Mobilya › Çocuk ve Genç Odası › Oyuncak Dolabı,OPTIONAL,optional model,false,2,
Ev ve Yaşam › Mobilya › Antre ve Balkon › Portmanto,OPTIONAL,optional model,false,2,
Ev ve Yaşam › Mobilya › Antre ve Balkon › Ayakkabılık,OPTIONAL,optional model,false,2,
Ev ve Yaşam › Mobilya › Antre ve Balkon › Dresuar,OPTIONAL,optional model,false,2,
Ev ve Yaşam › Mobilya › Antre ve Balkon › Balkon Mobilyası,OPTIONAL,optional model,false,2,
Ev ve Yaşam › Mobilya › Antre ve Balkon › Bahçe Mobilyası,OPTIONAL,optional model,false,2,
Ev ve Yaşam › Ev Tekstili › Yatak Tekstili › Nevresim Takımı,OPTIONAL,optional model,false,2,
Ev ve Yaşam › Ev Tekstili › Yatak Tekstili › Çarşaf,OPTIONAL,optional model,false,2,
Ev ve Yaşam › Ev Tekstili › Yatak Tekstili › Yastık,OPTIONAL,optional model,false,2,
Ev ve Yaşam › Ev Tekstili › Yatak Tekstili › Yorgan,OPTIONAL,optional model,false,2,
Ev ve Yaşam › Ev Tekstili › Yatak Tekstili › Battaniye,OPTIONAL,optional model,false,2,
Ev ve Yaşam › Ev Tekstili › Yatak Tekstili › Alez,OPTIONAL,optional model,false,2,
Ev ve Yaşam › Ev Tekstili › Yatak Tekstili › Yatak Örtüsü,OPTIONAL,optional model,false,2,
Ev ve Yaşam › Ev Tekstili › Banyo Tekstili › Havlu,OPTIONAL,optional model,false,2,
Ev ve Yaşam › Ev Tekstili › Banyo Tekstili › Bornoz,OPTIONAL,optional model,false,2,
Ev ve Yaşam › Ev Tekstili › Banyo Tekstili › Banyo Paspası,OPTIONAL,optional model,false,2,
Ev ve Yaşam › Ev Tekstili › Banyo Tekstili › Duş Perdesi,OPTIONAL,optional model,false,2,
Ev ve Yaşam › Ev Tekstili › Salon Tekstili › Perde,OPTIONAL,optional model,false,2,
Ev ve Yaşam › Ev Tekstili › Salon Tekstili › Tül Perde,OPTIONAL,optional model,false,2,
Ev ve Yaşam › Ev Tekstili › Salon Tekstili › Fon Perde,OPTIONAL,optional model,false,2,
Ev ve Yaşam › Ev Tekstili › Salon Tekstili › Stor Perde,OPTIONAL,optional model,false,2,
Ev ve Yaşam › Ev Tekstili › Salon Tekstili › Kırlent,OPTIONAL,optional model,false,2,
Ev ve Yaşam › Ev Tekstili › Salon Tekstili › Kırlent Kılıfı,OPTIONAL,optional model,false,2,
Ev ve Yaşam › Ev Tekstili › Salon Tekstili › Koltuk Örtüsü,OPTIONAL,optional model,false,2,
Ev ve Yaşam › Ev Tekstili › Mutfak Tekstili › Masa Örtüsü,OPTIONAL,optional model,false,2,
Ev ve Yaşam › Ev Tekstili › Mutfak Tekstili › Runner,OPTIONAL,optional model,false,2,
Ev ve Yaşam › Ev Tekstili › Mutfak Tekstili › Peçete,OPTIONAL,optional model,false,2,
Ev ve Yaşam › Ev Tekstili › Mutfak Tekstili › Mutfak Havlusu,OPTIONAL,optional model,false,2,
Ev ve Yaşam › Ev Tekstili › Mutfak Tekstili › Önlük,OPTIONAL,optional model,false,2,
Ev ve Yaşam › Ev Tekstili › Mutfak Tekstili › Eldiven ve Tutacak,OPTIONAL,optional model,false,2,
Ev ve Yaşam › Dekorasyon › Duvar Dekorasyonu › Tablo,OPTIONAL,optional model,false,2,
Ev ve Yaşam › Dekorasyon › Duvar Dekorasyonu › Poster,OPTIONAL,optional model,false,2,
Ev ve Yaşam › Dekorasyon › Duvar Dekorasyonu › Duvar Saati,OPTIONAL,optional model,false,2,
Ev ve Yaşam › Dekorasyon › Duvar Dekorasyonu › Ayna,OPTIONAL,optional model,false,2,
Ev ve Yaşam › Dekorasyon › Duvar Dekorasyonu › Duvar Rafı,OPTIONAL,optional model,false,2,
Ev ve Yaşam › Dekorasyon › Duvar Dekorasyonu › Duvar Sticker,OPTIONAL,optional model,false,2,
Ev ve Yaşam › Dekorasyon › Masaüstü Dekor › Vazo,OPTIONAL,optional model,false,2,
Ev ve Yaşam › Dekorasyon › Masaüstü Dekor › Biblo,OPTIONAL,optional model,false,2,
Ev ve Yaşam › Dekorasyon › Masaüstü Dekor › Mum,OPTIONAL,optional model,false,2,
Ev ve Yaşam › Dekorasyon › Masaüstü Dekor › Mumluk,OPTIONAL,optional model,false,2,
Ev ve Yaşam › Dekorasyon › Masaüstü Dekor › Dekoratif Kutu,DISABLED,apparel/accessory style,false,3,
Ev ve Yaşam › Dekorasyon › Masaüstü Dekor › Fotoğraf Çerçevesi,OPTIONAL,optional model,false,2,
Ev ve Yaşam › Dekorasyon › Halı ve Zemin › Halı,OPTIONAL,optional model,false,2,
Ev ve Yaşam › Dekorasyon › Halı ve Zemin › Yolluk,OPTIONAL,optional model,false,2,
Ev ve Yaşam › Dekorasyon › Halı ve Zemin › Kilim,OPTIONAL,optional model,false,2,
Ev ve Yaşam › Dekorasyon › Halı ve Zemin › Paspas,OPTIONAL,optional model,false,2,
Ev ve Yaşam › Dekorasyon › Halı ve Zemin › PVC Zemin,OPTIONAL,optional model,false,2,
Ev ve Yaşam › Dekorasyon › Halı ve Zemin › Yer Minderi,OPTIONAL,optional model,false,2,
Ev ve Yaşam › Aydınlatma › İç Mekan › Avize,OPTIONAL,optional model,false,2,
Ev ve Yaşam › Aydınlatma › İç Mekan › Sarkıt,OPTIONAL,optional model,false,2,
Ev ve Yaşam › Aydınlatma › İç Mekan › Plafonyer,OPTIONAL,optional model,false,2,
Ev ve Yaşam › Aydınlatma › İç Mekan › Aplik,OPTIONAL,optional model,false,2,
Ev ve Yaşam › Aydınlatma › İç Mekan › Lambader,OPTIONAL,optional model,false,2,
Ev ve Yaşam › Aydınlatma › İç Mekan › Abajur,OPTIONAL,optional model,false,2,
Ev ve Yaşam › Aydınlatma › İç Mekan › Masa Lambası,OPTIONAL,optional model,false,2,
Ev ve Yaşam › Aydınlatma › İç Mekan › Gece Lambası,OPTIONAL,optional model,false,2,
Ev ve Yaşam › Aydınlatma › Dış Mekan › Bahçe Aydınlatması,OPTIONAL,optional model,false,2,
Ev ve Yaşam › Aydınlatma › Dış Mekan › Solar Aydınlatma,OPTIONAL,optional model,false,2,
Ev ve Yaşam › Aydınlatma › Dış Mekan › Projektör,OPTIONAL,optional model,false,2,
Ev ve Yaşam › Aydınlatma › Dış Mekan › Sensörlü Aydınlatma,OPTIONAL,optional model,false,2,
Ev ve Yaşam › Aydınlatma › Ampul ve Ekipman › LED Ampul,OPTIONAL,optional model,false,2,
Ev ve Yaşam › Aydınlatma › Ampul ve Ekipman › Akıllı Ampul,OPTIONAL,optional model,false,2,
Ev ve Yaşam › Aydınlatma › Ampul ve Ekipman › Floresan,OPTIONAL,optional model,false,2,
Ev ve Yaşam › Aydınlatma › Ampul ve Ekipman › Şerit LED,OPTIONAL,optional model,false,2,
Ev ve Yaşam › Aydınlatma › Ampul ve Ekipman › LED Profil,OPTIONAL,optional model,false,2,
Ev ve Yaşam › Aydınlatma › Ampul ve Ekipman › Duy ve Soket,OPTIONAL,optional model,false,2,
Ev ve Yaşam › Temizlik ve Düzen › Temizlik Ürünleri › Mop,OPTIONAL,optional model,false,2,
Ev ve Yaşam › Temizlik ve Düzen › Temizlik Ürünleri › Kova,OPTIONAL,optional model,false,2,
Ev ve Yaşam › Temizlik ve Düzen › Temizlik Ürünleri › Faraş ve Süpürge,OPTIONAL,optional model,false,2,
Ev ve Yaşam › Temizlik ve Düzen › Temizlik Ürünleri › Cam Sileceği,OPTIONAL,optional model,false,2,
Ev ve Yaşam › Temizlik ve Düzen › Temizlik Ürünleri › Temizlik Bezi,OPTIONAL,optional model,false,2,
Ev ve Yaşam › Temizlik ve Düzen › Temizlik Ürünleri › Fırça,OPTIONAL,optional model,false,2,
Ev ve Yaşam › Temizlik ve Düzen › Temizlik Ürünleri › Çamaşır Sepeti,OPTIONAL,optional model,false,2,
Ev ve Yaşam › Temizlik ve Düzen › Düzenleyiciler › Hurç,OPTIONAL,optional model,false,2,
Ev ve Yaşam › Temizlik ve Düzen › Düzenleyiciler › Vakumlu Poşet,OPTIONAL,optional model,false,2,
Ev ve Yaşam › Temizlik ve Düzen › Düzenleyiciler › Askı,DISABLED,apparel/accessory style,false,3,
Ev ve Yaşam › Temizlik ve Düzen › Düzenleyiciler › Ayakkabı Organizeri,OPTIONAL,optional model,false,2,
Ev ve Yaşam › Temizlik ve Düzen › Düzenleyiciler › Çekmece Düzenleyici,OPTIONAL,optional model,false,2,
Ev ve Yaşam › Temizlik ve Düzen › Düzenleyiciler › Kutu ve Sepet,DISABLED,apparel/accessory style,false,3,
Moda › Kadın › Üst Giyim › Tişört,OPTIONAL,optional model,false,2,
Moda › Kadın › Üst Giyim › Gömlek,OPTIONAL,optional model,false,2,
Moda › Kadın › Üst Giyim › Bluz,OPTIONAL,optional model,false,2,
Moda › Kadın › Üst Giyim › Sweatshirt,OPTIONAL,optional model,false,2,
Moda › Kadın › Üst Giyim › Kazak,OPTIONAL,optional model,false,2,
Moda › Kadın › Üst Giyim › Hırka,OPTIONAL,optional model,false,2,
Moda › Kadın › Üst Giyim › Tunik,OPTIONAL,optional model,false,2,
Moda › Kadın › Üst Giyim › Crop Top,OPTIONAL,optional model,false,2,
Moda › Kadın › Alt Giyim › Pantolon,OPTIONAL,optional model,false,2,
Moda › Kadın › Alt Giyim › Jean,OPTIONAL,optional model,false,2,
Moda › Kadın › Alt Giyim › Etek,OPTIONAL,optional model,false,2,
Moda › Kadın › Alt Giyim › Şort,OPTIONAL,optional model,false,2,
Moda › Kadın › Alt Giyim › Tayt,OPTIONAL,optional model,false,2,
Moda › Kadın › Elbise ve Tulum › Günlük Elbise,OPTIONAL,optional model,false,2,
Moda › Kadın › Elbise ve Tulum › Abiye Elbise,OPTIONAL,optional model,false,2,
Moda › Kadın › Elbise ve Tulum › Tulum,OPTIONAL,optional model,false,2,
Moda › Kadın › Elbise ve Tulum › Salopet,OPTIONAL,optional model,false,2,
Moda › Kadın › Dış Giyim › Mont,OPTIONAL,optional model,false,2,
Moda › Kadın › Dış Giyim › Kaban,OPTIONAL,optional model,false,2,
Moda › Kadın › Dış Giyim › Trençkot,OPTIONAL,optional model,false,2,
Moda › Kadın › Dış Giyim › Ceket,OPTIONAL,optional model,false,2,
Moda › Kadın › Dış Giyim › Yelek,OPTIONAL,optional model,false,2,
Moda › Kadın › Dış Giyim › Yağmurluk,OPTIONAL,optional model,false,2,
Moda › Kadın › İç Giyim › Sütyen,OPTIONAL,optional model,false,2,
Moda › Kadın › İç Giyim › Külot,OPTIONAL,optional model,false,2,
Moda › Kadın › İç Giyim › Atlet,OPTIONAL,optional model,false,2,
Moda › Kadın › İç Giyim › Body,OPTIONAL,optional model,false,2,
Moda › Kadın › İç Giyim › Gecelik,OPTIONAL,optional model,false,2,
Moda › Kadın › İç Giyim › Pijama,OPTIONAL,optional model,false,2,
Moda › Kadın › İç Giyim › Sabahlık,OPTIONAL,optional model,false,2,
Moda › Kadın › Tesettür › Ferace,OPTIONAL,optional model,false,2,
Moda › Kadın › Tesettür › Kap,OPTIONAL,optional model,false,2,
Moda › Kadın › Tesettür › Tesettür Elbise,OPTIONAL,optional model,false,2,
Moda › Kadın › Tesettür › Şal,OPTIONAL,optional model,false,2,
Moda › Kadın › Tesettür › Eşarp,OPTIONAL,optional model,false,2,
Moda › Erkek › Üst Giyim › Tişört,OPTIONAL,optional model,false,2,
Moda › Erkek › Üst Giyim › Polo Yaka Tişört,OPTIONAL,optional model,false,2,
Moda › Erkek › Üst Giyim › Gömlek,OPTIONAL,optional model,false,2,
Moda › Erkek › Üst Giyim › Sweatshirt,OPTIONAL,optional model,false,2,
Moda › Erkek › Üst Giyim › Kazak,OPTIONAL,optional model,false,2,
Moda › Erkek › Üst Giyim › Hırka,OPTIONAL,optional model,false,2,
Moda › Erkek › Alt Giyim › Pantolon,OPTIONAL,optional model,false,2,
Moda › Erkek › Alt Giyim › Jean,OPTIONAL,optional model,false,2,
Moda › Erkek › Alt Giyim › Şort,OPTIONAL,optional model,false,2,
Moda › Erkek › Alt Giyim › Eşofman Altı,OPTIONAL,optional model,false,2,
Moda › Erkek › Takım ve Dış Giyim › Takım Elbise,OPTIONAL,optional model,false,2,
Moda › Erkek › Takım ve Dış Giyim › Ceket,OPTIONAL,optional model,false,2,
Moda › Erkek › Takım ve Dış Giyim › Mont,OPTIONAL,optional model,false,2,
Moda › Erkek › Takım ve Dış Giyim › Kaban,OPTIONAL,optional model,false,2,
Moda › Erkek › Takım ve Dış Giyim › Yelek,OPTIONAL,optional model,false,2,
Moda › Erkek › Takım ve Dış Giyim › Yağmurluk,OPTIONAL,optional model,false,2,
Moda › Erkek › İç Giyim › Boxer,OPTIONAL,optional model,false,2,
Moda › Erkek › İç Giyim › Atlet,OPTIONAL,optional model,false,2,
Moda › Erkek › İç Giyim › Fanila,OPTIONAL,optional model,false,2,
Moda › Erkek › İç Giyim › Pijama,OPTIONAL,optional model,false,2,
Moda › Erkek › İç Giyim › Çorap,OPTIONAL,optional model,false,2,
Moda › Ayakkabı › Kadın Ayakkabı › Sneaker,OPTIONAL,optional model,false,2,
Moda › Ayakkabı › Kadın Ayakkabı › Topuklu Ayakkabı,OPTIONAL,optional model,false,2,
Moda › Ayakkabı › Kadın Ayakkabı › Babet,OPTIONAL,optional model,false,2,
Moda › Ayakkabı › Kadın Ayakkabı › Sandalet,OPTIONAL,optional model,false,2,
Moda › Ayakkabı › Kadın Ayakkabı › Bot,OPTIONAL,optional model,false,2,
Moda › Ayakkabı › Kadın Ayakkabı › Çizme,OPTIONAL,optional model,false,2,
Moda › Ayakkabı › Kadın Ayakkabı › Terlik,OPTIONAL,optional model,false,2,
Moda › Ayakkabı › Erkek Ayakkabı › Sneaker,OPTIONAL,optional model,false,2,
Moda › Ayakkabı › Erkek Ayakkabı › Klasik Ayakkabı,OPTIONAL,optional model,false,2,
Moda › Ayakkabı › Erkek Ayakkabı › Loafer,OPTIONAL,optional model,false,2,
Moda › Ayakkabı › Erkek Ayakkabı › Bot,OPTIONAL,optional model,false,2,
Moda › Ayakkabı › Erkek Ayakkabı › Sandalet,OPTIONAL,optional model,false,2,
Moda › Ayakkabı › Erkek Ayakkabı › Terlik,OPTIONAL,optional model,false,2,
Moda › Ayakkabı › Spor Ayakkabı › Koşu Ayakkabısı,OPTIONAL,optional model,false,2,
Moda › Ayakkabı › Spor Ayakkabı › Yürüyüş Ayakkabısı,OPTIONAL,optional model,false,2,
Moda › Ayakkabı › Spor Ayakkabı › Basketbol Ayakkabısı,OPTIONAL,optional model,false,2,
Moda › Ayakkabı › Spor Ayakkabı › Futbol Ayakkabısı,OPTIONAL,optional model,false,2,
Moda › Ayakkabı › Spor Ayakkabı › Outdoor Ayakkabı,OPTIONAL,optional model,false,2,
Moda › Çanta ve Aksesuar › Çanta › Omuz Çantası,OPTIONAL,optional model,false,2,
Moda › Çanta ve Aksesuar › Çanta › El Çantası,OPTIONAL,optional model,false,2,
Moda › Çanta ve Aksesuar › Çanta › Sırt Çantası,OPTIONAL,optional model,false,2,
Moda › Çanta ve Aksesuar › Çanta › Bel Çantası,OPTIONAL,optional model,false,2,
Moda › Çanta ve Aksesuar › Çanta › Laptop Çantası,REQUIRED,identifiable commercial model,true,1,
Moda › Çanta ve Aksesuar › Çanta › Valiz,OPTIONAL,optional model,false,2,
Moda › Çanta ve Aksesuar › Çanta › Cüzdan,OPTIONAL,optional model,false,2,
Moda › Çanta ve Aksesuar › Çanta › Kartlık,OPTIONAL,optional model,false,2,
Moda › Çanta ve Aksesuar › Aksesuar › Kemer,OPTIONAL,optional model,false,2,
Moda › Çanta ve Aksesuar › Aksesuar › Şapka,OPTIONAL,optional model,false,2,
Moda › Çanta ve Aksesuar › Aksesuar › Bere,OPTIONAL,optional model,false,2,
Moda › Çanta ve Aksesuar › Aksesuar › Atkı,OPTIONAL,optional model,false,2,
