currentCategoryId,currentName,currentSlug,currentPath,currentParentId,currentRoot,targetName,targetSlug,targetPath,targetParentPath,action,canonicalTargetCategoryId,preserveId,redirectRequired,aliasRequired,splitGroup,mergeGroup,listingCount,productCount,sellerOfferCount,categoryBrandCount,categoryAttributeCount,categoryModelCount,riskLevel,notes
,,,,,,El Blenderı,mutfak-ve-sofra-hazirlik-mutfak-robotlari-el-blenderi,Mutfak ve Sofra › Hazırlık › Mutfak Robotları › El Blenderı,Mutfak ve Sofra › Hazırlık › Mutfak Robotları,CREATE_NEW,,false,false,false,,,0,0,0,0,0,0,LOW,
,,,,,,Mikser,mutfak-ve-sofra-hazirlik-mutfak-robotlari-mikser,Mutfak ve Sofra › Hazırlık › Mutfak Robotları › Mikser,Mutfak ve Sofra › Hazırlık › Mutfak Robotları,CREATE_NEW,,false,false,false,,,0,0,0,0,0,0,LOW,
,,,,,,Doğrayıcı,mutfak-ve-sofra-hazirlik-mutfak-robotlari-dograyici,Mutfak ve Sofra › Hazırlık › Mutfak Robotları › Doğrayıcı,Mutfak ve Sofra › Hazırlık › Mutfak Robotları,CREATE_NEW,,false,false,false,,,0,0,0,0,0,0,LOW,
,,,,,,Rondo,mutfak-ve-sofra-hazirlik-mutfak-robotlari-rondo,Mutfak ve Sofra › Hazırlık › Mutfak Robotları › Rondo,Mutfak ve Sofra › Hazırlık › Mutfak Robotları,CREATE_NEW,,false,false,false,,,0,0,0,0,0,0,LOW,
,,,,,,Hamur Yoğurma Makinesi,mutfak-ve-sofra-hazirlik-mutfak-robotlari-hamur-yogurma-makinesi,Mutfak ve Sofra › Hazırlık › Mutfak Robotları › Hamur Yoğurma Makinesi,Mutfak ve Sofra › Hazırlık › Mutfak Robotları,CREATE_NEW,,false,false,false,,,0,0,0,0,0,0,LOW,
,,,,,,Kesme ve Doğrama,mutfak-ve-sofra-hazirlik-kesme-ve-dograma,Mutfak ve Sofra › Hazırlık › Kesme ve Doğrama,Mutfak ve Sofra › Hazırlık,CREATE_NEW,,false,false,false,,,0,0,0,0,0,0,LOW,
,,,,,,Bıçak,mutfak-ve-sofra-hazirlik-kesme-ve-dograma-bicak,Mutfak ve Sofra › Hazırlık › Kesme ve Doğrama › Bıçak,Mutfak ve Sofra › Hazırlık › Kesme ve Doğrama,CREATE_NEW,,false,false,false,,,0,0,0,0,0,0,LOW,
,,,,,,Bıçak Seti,mutfak-ve-sofra-hazirlik-kesme-ve-dograma-bicak-seti,Mutfak ve Sofra › Hazırlık › Kesme ve Doğrama › Bıçak Seti,Mutfak ve Sofra › Hazırlık › Kesme ve Doğrama,CREATE_NEW,,false,false,false,,,0,0,0,0,0,0,LOW,
,,,,,,Kesme Tahtası,mutfak-ve-sofra-hazirlik-kesme-ve-dograma-kesme-tahtasi,Mutfak ve Sofra › Hazırlık › Kesme ve Doğrama › Kesme Tahtası,Mutfak ve Sofra › Hazırlık › Kesme ve Doğrama,CREATE_NEW,,false,false,false,,,0,0,0,0,0,0,LOW,
,,,,,,Rende,mutfak-ve-sofra-hazirlik-kesme-ve-dograma-rende,Mutfak ve Sofra › Hazırlık › Kesme ve Doğrama › Rende,Mutfak ve Sofra › Hazırlık › Kesme ve Doğrama,CREATE_NEW,,false,false,false,,,0,0,0,0,0,0,LOW,
,,,,,,Soyacak,mutfak-ve-sofra-hazirlik-kesme-ve-dograma-soyacak,Mutfak ve Sofra › Hazırlık › Kesme ve Doğrama › Soyacak,Mutfak ve Sofra › Hazırlık › Kesme ve Doğrama,CREATE_NEW,,false,false,false,,,0,0,0,0,0,0,LOW,
,,,,,,Mutfak Makası,mutfak-ve-sofra-hazirlik-kesme-ve-dograma-mutfak-makasi,Mutfak ve Sofra › Hazırlık › Kesme ve Doğrama › Mutfak Makası,Mutfak ve Sofra › Hazırlık › Kesme ve Doğrama,CREATE_NEW,,false,false,false,,,0,0,0,0,0,0,LOW,
,,,,,,Bileme Aleti,mutfak-ve-sofra-hazirlik-kesme-ve-dograma-bileme-aleti,Mutfak ve Sofra › Hazırlık › Kesme ve Doğrama › Bileme Aleti,Mutfak ve Sofra › Hazırlık › Kesme ve Doğrama,CREATE_NEW,,false,false,false,,,0,0,0,0,0,0,LOW,
,,,,,,Ölçme ve Yardımcılar,mutfak-ve-sofra-hazirlik-olcme-ve-yardimcilar,Mutfak ve Sofra › Hazırlık › Ölçme ve Yardımcılar,Mutfak ve Sofra › Hazırlık,CREATE_NEW,,false,false,false,,,0,0,0,0,0,0,LOW,
,,,,,,Mutfak Tartısı,mutfak-ve-sofra-hazirlik-olcme-ve-yardimcilar-mutfak-tartisi,Mutfak ve Sofra › Hazırlık › Ölçme ve Yardımcılar › Mutfak Tartısı,Mutfak ve Sofra › Hazırlık › Ölçme ve Yardımcılar,CREATE_NEW,,false,false,false,,,0,0,0,0,0,0,LOW,
,,,,,,Ölçü Kabı,mutfak-ve-sofra-hazirlik-olcme-ve-yardimcilar-olcu-kabi,Mutfak ve Sofra › Hazırlık › Ölçme ve Yardımcılar › Ölçü Kabı,Mutfak ve Sofra › Hazırlık › Ölçme ve Yardımcılar,CREATE_NEW,,false,false,false,,,0,0,0,0,0,0,LOW,
,,,,,,Termometre,mutfak-ve-sofra-hazirlik-olcme-ve-yardimcilar-termometre,Mutfak ve Sofra › Hazırlık › Ölçme ve Yardımcılar › Termometre,Mutfak ve Sofra › Hazırlık › Ölçme ve Yardımcılar,CREATE_NEW,,false,false,false,,,0,0,0,0,0,0,LOW,
,,,,,,Süzgeç,mutfak-ve-sofra-hazirlik-olcme-ve-yardimcilar-suzgec,Mutfak ve Sofra › Hazırlık › Ölçme ve Yardımcılar › Süzgeç,Mutfak ve Sofra › Hazırlık › Ölçme ve Yardımcılar,CREATE_NEW,,false,false,false,,,0,0,0,0,0,0,LOW,
,,,,,,Kevgir,mutfak-ve-sofra-hazirlik-olcme-ve-yardimcilar-kevgir,Mutfak ve Sofra › Hazırlık › Ölçme ve Yardımcılar › Kevgir,Mutfak ve Sofra › Hazırlık › Ölçme ve Yardımcılar,CREATE_NEW,,false,false,false,,,0,0,0,0,0,0,LOW,
,,,,,,Huni,mutfak-ve-sofra-hazirlik-olcme-ve-yardimcilar-huni,Mutfak ve Sofra › Hazırlık › Ölçme ve Yardımcılar › Huni,Mutfak ve Sofra › Hazırlık › Ölçme ve Yardımcılar,CREATE_NEW,,false,false,false,,,0,0,0,0,0,0,LOW,
,,,,,,Spatula,mutfak-ve-sofra-hazirlik-olcme-ve-yardimcilar-spatula,Mutfak ve Sofra › Hazırlık › Ölçme ve Yardımcılar › Spatula,Mutfak ve Sofra › Hazırlık › Ölçme ve Yardımcılar,CREATE_NEW,,false,false,false,,,0,0,0,0,0,0,LOW,
,,,,,,Maşa,mutfak-ve-sofra-hazirlik-olcme-ve-yardimcilar-masa,Mutfak ve Sofra › Hazırlık › Ölçme ve Yardımcılar › Maşa,Mutfak ve Sofra › Hazırlık › Ölçme ve Yardımcılar,CREATE_NEW,,false,false,false,,,0,0,0,0,0,0,LOW,
,,,,,,Çırpıcı,mutfak-ve-sofra-hazirlik-olcme-ve-yardimcilar-cirpici,Mutfak ve Sofra › Hazırlık › Ölçme ve Yardımcılar › Çırpıcı,Mutfak ve Sofra › Hazırlık › Ölçme ve Yardımcılar,CREATE_NEW,,false,false,false,,,0,0,0,0,0,0,LOW,
,,,,,,İçecek Hazırlama,mutfak-ve-sofra-icecek-hazirlama,Mutfak ve Sofra › İçecek Hazırlama,Mutfak ve Sofra,CREATE_NEW,,false,false,false,,,0,0,0,0,0,0,LOW,
,,,,,,Kahve,mutfak-ve-sofra-icecek-hazirlama-kahve,Mutfak ve Sofra › İçecek Hazırlama › Kahve,Mutfak ve Sofra › İçecek Hazırlama,CREATE_NEW,,false,false,false,,,0,0,0,0,0,0,LOW,
cmsg3xh3e0075uzdcvf2cu3zj,Türk Kahvesi Makinesi,sifir-urun-elektrikli-ev-aletleri__turk-kahvesi,sifir-urun/ev-aletleri/kucuk-ev-aletleri/elektrikli-ev-aletleri/turk-kahvesi,cms93j5m20027uz3g910o9sc3,sifir,Türk Kahvesi Makinesi,mutfak-ve-sofra-icecek-hazirlama-kahve-turk-kahvesi-makinesi,Mutfak ve Sofra › İçecek Hazırlama › Kahve › Türk Kahvesi Makinesi,Mutfak ve Sofra › İçecek Hazırlama › Kahve,MOVE,cmsg3xh3e0075uzdcvf2cu3zj,true,true,true,,,0,0,0,28,4,0,LOW,move from parent 'Elektrikli Ev Aletleri' → 'Kahve'
,,,,,,Filtre Kahve Makinesi,mutfak-ve-sofra-icecek-hazirlama-kahve-filtre-kahve-makinesi,Mutfak ve Sofra › İçecek Hazırlama › Kahve › Filtre Kahve Makinesi,Mutfak ve Sofra › İçecek Hazırlama › Kahve,CREATE_NEW,,false,false,false,,,0,0,0,0,0,0,LOW,
cmsg3xh3l0077uzdc1l4p7bqy,Espresso Makinesi,sifir-urun-elektrikli-ev-aletleri__espresso,sifir-urun/ev-aletleri/kucuk-ev-aletleri/elektrikli-ev-aletleri/espresso,cms93j5m20027uz3g910o9sc3,sifir,Espresso Makinesi,mutfak-ve-sofra-icecek-hazirlama-kahve-espresso-makinesi,Mutfak ve Sofra › İçecek Hazırlama › Kahve › Espresso Makinesi,Mutfak ve Sofra › İçecek Hazırlama › Kahve,MOVE,cmsg3xh3l0077uzdc1l4p7bqy,true,true,true,,,0,0,0,28,4,0,LOW,move from parent 'Elektrikli Ev Aletleri' → 'Kahve'
,,,,,,Kapsül Kahve Makinesi,mutfak-ve-sofra-icecek-hazirlama-kahve-kapsul-kahve-makinesi,Mutfak ve Sofra › İçecek Hazırlama › Kahve › Kapsül Kahve Makinesi,Mutfak ve Sofra › İçecek Hazırlama › Kahve,CREATE_NEW,,false,false,false,,,0,0,0,0,0,0,LOW,
,,,,,,Kahve Öğütücü,mutfak-ve-sofra-icecek-hazirlama-kahve-kahve-ogutucu,Mutfak ve Sofra › İçecek Hazırlama › Kahve › Kahve Öğütücü,Mutfak ve Sofra › İçecek Hazırlama › Kahve,CREATE_NEW,,false,false,false,,,0,0,0,0,0,0,LOW,
,,,,,,French Press,mutfak-ve-sofra-icecek-hazirlama-kahve-french-press,Mutfak ve Sofra › İçecek Hazırlama › Kahve › French Press,Mutfak ve Sofra › İçecek Hazırlama › Kahve,CREATE_NEW,,false,false,false,,,0,0,0,0,0,0,LOW,
,,,,,,Moka Pot,mutfak-ve-sofra-icecek-hazirlama-kahve-moka-pot,Mutfak ve Sofra › İçecek Hazırlama › Kahve › Moka Pot,Mutfak ve Sofra › İçecek Hazırlama › Kahve,CREATE_NEW,,false,false,false,,,0,0,0,0,0,0,LOW,
,,,,,,Kahve Demleme Ekipmanı,mutfak-ve-sofra-icecek-hazirlama-kahve-kahve-demleme-ekipmani,Mutfak ve Sofra › İçecek Hazırlama › Kahve › Kahve Demleme Ekipmanı,Mutfak ve Sofra › İçecek Hazırlama › Kahve,CREATE_NEW,,false,false,false,,,0,0,0,0,0,0,LOW,
,,,,,,Çay ve Sıcak İçecek,mutfak-ve-sofra-icecek-hazirlama-cay-ve-sicak-icecek,Mutfak ve Sofra › İçecek Hazırlama › Çay ve Sıcak İçecek,Mutfak ve Sofra › İçecek Hazırlama,CREATE_NEW,,false,false,false,,,0,0,0,0,0,0,LOW,
,,,,,,Çay Makinesi,mutfak-ve-sofra-icecek-hazirlama-cay-ve-sicak-icecek-cay-makinesi,Mutfak ve Sofra › İçecek Hazırlama › Çay ve Sıcak İçecek › Çay Makinesi,Mutfak ve Sofra › İçecek Hazırlama › Çay ve Sıcak İçecek,CREATE_NEW,,false,false,false,,,0,0,0,0,0,0,LOW,
,,,,,,Su Isıtıcısı,mutfak-ve-sofra-icecek-hazirlama-cay-ve-sicak-icecek-su-isiticisi,Mutfak ve Sofra › İçecek Hazırlama › Çay ve Sıcak İçecek › Su Isıtıcısı,Mutfak ve Sofra › İçecek Hazırlama › Çay ve Sıcak İçecek,CREATE_NEW,,false,false,false,,,0,0,0,0,0,0,LOW,
,,,,,,Semaver,mutfak-ve-sofra-icecek-hazirlama-cay-ve-sicak-icecek-semaver,Mutfak ve Sofra › İçecek Hazırlama › Çay ve Sıcak İçecek › Semaver,Mutfak ve Sofra › İçecek Hazırlama › Çay ve Sıcak İçecek,CREATE_NEW,,false,false,false,,,0,0,0,0,0,0,LOW,
,,,,,,Termos,mutfak-ve-sofra-icecek-hazirlama-cay-ve-sicak-icecek-termos,Mutfak ve Sofra › İçecek Hazırlama › Çay ve Sıcak İçecek › Termos,Mutfak ve Sofra › İçecek Hazırlama › Çay ve Sıcak İçecek,CREATE_NEW,,false,false,false,,,0,0,0,0,0,0,LOW,
,,,,,,Mug ve Termos Bardak,mutfak-ve-sofra-icecek-hazirlama-cay-ve-sicak-icecek-mug-ve-termos-bardak,Mutfak ve Sofra › İçecek Hazırlama › Çay ve Sıcak İçecek › Mug ve Termos Bardak,Mutfak ve Sofra › İçecek Hazırlama › Çay ve Sıcak İçecek,CREATE_NEW,,false,false,false,,,0,0,0,0,0,0,LOW,
,,,,,,Soğuk İçecek,mutfak-ve-sofra-icecek-hazirlama-soguk-icecek,Mutfak ve Sofra › İçecek Hazırlama › Soğuk İçecek,Mutfak ve Sofra › İçecek Hazırlama,CREATE_NEW,,false,false,false,,,0,0,0,0,0,0,LOW,
,,,,,,Katı Meyve Sıkacağı,mutfak-ve-sofra-icecek-hazirlama-soguk-icecek-kati-meyve-sikacagi,Mutfak ve Sofra › İçecek Hazırlama › Soğuk İçecek › Katı Meyve Sıkacağı,Mutfak ve Sofra › İçecek Hazırlama › Soğuk İçecek,CREATE_NEW,,false,false,false,,,0,0,0,0,0,0,LOW,
,,,,,,Narenciye Sıkacağı,mutfak-ve-sofra-icecek-hazirlama-soguk-icecek-narenciye-sikacagi,Mutfak ve Sofra › İçecek Hazırlama › Soğuk İçecek › Narenciye Sıkacağı,Mutfak ve Sofra › İçecek Hazırlama › Soğuk İçecek,CREATE_NEW,,false,false,false,,,0,0,0,0,0,0,LOW,
,,,,,,Smoothie Blender,mutfak-ve-sofra-icecek-hazirlama-soguk-icecek-smoothie-blender,Mutfak ve Sofra › İçecek Hazırlama › Soğuk İçecek › Smoothie Blender,Mutfak ve Sofra › İçecek Hazırlama › Soğuk İçecek,CREATE_NEW,,false,false,false,,,0,0,0,0,0,0,LOW,
,,,,,,Soda Makinesi,mutfak-ve-sofra-icecek-hazirlama-soguk-icecek-soda-makinesi,Mutfak ve Sofra › İçecek Hazırlama › Soğuk İçecek › Soda Makinesi,Mutfak ve Sofra › İçecek Hazırlama › Soğuk İçecek,CREATE_NEW,,false,false,false,,,0,0,0,0,0,0,LOW,
,,,,,,Buz Makinesi,mutfak-ve-sofra-icecek-hazirlama-soguk-icecek-buz-makinesi,Mutfak ve Sofra › İçecek Hazırlama › Soğuk İçecek › Buz Makinesi,Mutfak ve Sofra › İçecek Hazırlama › Soğuk İçecek,CREATE_NEW,,false,false,false,,,0,0,0,0,0,0,LOW,
cmsg4wpfs0035uzxws797uiql,Sofra ve Servis,sifir-urun__mutfak-ve-sofra__sofra-ve-servis,sifir-urun/mutfak-ve-sofra/sofra-ve-servis,cmsg4wpfh0031uzxw20d0o7fi,sifir,Sofra ve Servis,mutfak-ve-sofra-sofra-ve-servis,Mutfak ve Sofra › Sofra ve Servis,Mutfak ve Sofra,KEEP,cmsg4wpfs0035uzxws797uiql,true,false,false,,,0,0,0,0,0,0,LOW,
,,,,,,Yemek Takımları,mutfak-ve-sofra-sofra-ve-servis-yemek-takimlari,Mutfak ve Sofra › Sofra ve Servis › Yemek Takımları,Mutfak ve Sofra › Sofra ve Servis,CREATE_NEW,,false,false,false,,,0,0,0,0,0,0,LOW,
,,,,,,Yemek Takımı,mutfak-ve-sofra-sofra-ve-servis-yemek-takimlari-yemek-takimi,Mutfak ve Sofra › Sofra ve Servis › Yemek Takımları › Yemek Takımı,Mutfak ve Sofra › Sofra ve Servis › Yemek Takımları,CREATE_NEW,,false,false,false,,,0,0,0,0,0,0,LOW,
,,,,,,Kahvaltı Takımı,mutfak-ve-sofra-sofra-ve-servis-yemek-takimlari-kahvalti-takimi,Mutfak ve Sofra › Sofra ve Servis › Yemek Takımları › Kahvaltı Takımı,Mutfak ve Sofra › Sofra ve Servis › Yemek Takımları,CREATE_NEW,,false,false,false,,,0,0,0,0,0,0,LOW,
,,,,,,Çatal-Kaşık-Bıçak Seti,mutfak-ve-sofra-sofra-ve-servis-yemek-takimlari-catal-kasik-bicak-seti,Mutfak ve Sofra › Sofra ve Servis › Yemek Takımları › Çatal-Kaşık-Bıçak Seti,Mutfak ve Sofra › Sofra ve Servis › Yemek Takımları,CREATE_NEW,,false,false,false,,,0,0,0,0,0,0,LOW,
,,,,,,Servis Tabağı,mutfak-ve-sofra-sofra-ve-servis-yemek-takimlari-servis-tabagi,Mutfak ve Sofra › Sofra ve Servis › Yemek Takımları › Servis Tabağı,Mutfak ve Sofra › Sofra ve Servis › Yemek Takımları,CREATE_NEW,,false,false,false,,,0,0,0,0,0,0,LOW,
,,,,,,Salata Kasesi,mutfak-ve-sofra-sofra-ve-servis-yemek-takimlari-salata-kasesi,Mutfak ve Sofra › Sofra ve Servis › Yemek Takımları › Salata Kasesi,Mutfak ve Sofra › Sofra ve Servis › Yemek Takımları,CREATE_NEW,,false,false,false,,,0,0,0,0,0,0,LOW,
,,,,,,Bardak ve Fincan,mutfak-ve-sofra-sofra-ve-servis-bardak-ve-fincan,Mutfak ve Sofra › Sofra ve Servis › Bardak ve Fincan,Mutfak ve Sofra › Sofra ve Servis,CREATE_NEW,,false,false,false,,,0,0,0,0,0,0,LOW,
,,,,,,Su Bardağı,mutfak-ve-sofra-sofra-ve-servis-bardak-ve-fincan-su-bardagi,Mutfak ve Sofra › Sofra ve Servis › Bardak ve Fincan › Su Bardağı,Mutfak ve Sofra › Sofra ve Servis › Bardak ve Fincan,CREATE_NEW,,false,false,false,,,0,0,0,0,0,0,LOW,
,,,,,,Çay Bardağı,mutfak-ve-sofra-sofra-ve-servis-bardak-ve-fincan-cay-bardagi,Mutfak ve Sofra › Sofra ve Servis › Bardak ve Fincan › Çay Bardağı,Mutfak ve Sofra › Sofra ve Servis › Bardak ve Fincan,CREATE_NEW,,false,false,false,,,0,0,0,0,0,0,LOW,
,,,,,,Kahve Fincanı,mutfak-ve-sofra-sofra-ve-servis-bardak-ve-fincan-kahve-fincani,Mutfak ve Sofra › Sofra ve Servis › Bardak ve Fincan › Kahve Fincanı,Mutfak ve Sofra › Sofra ve Servis › Bardak ve Fincan,CREATE_NEW,,false,false,false,,,0,0,0,0,0,0,LOW,
,,,,,,Kupa,mutfak-ve-sofra-sofra-ve-servis-bardak-ve-fincan-kupa,Mutfak ve Sofra › Sofra ve Servis › Bardak ve Fincan › Kupa,Mutfak ve Sofra › Sofra ve Servis › Bardak ve Fincan,CREATE_NEW,,false,false,false,,,0,0,0,0,0,0,LOW,
,,,,,,Kadeh,mutfak-ve-sofra-sofra-ve-servis-bardak-ve-fincan-kadeh,Mutfak ve Sofra › Sofra ve Servis › Bardak ve Fincan › Kadeh,Mutfak ve Sofra › Sofra ve Servis › Bardak ve Fincan,CREATE_NEW,,false,false,false,,,0,0,0,0,0,0,LOW,
,,,,,,Sürahi ve Karaf,mutfak-ve-sofra-sofra-ve-servis-bardak-ve-fincan-surahi-ve-karaf,Mutfak ve Sofra › Sofra ve Servis › Bardak ve Fincan › Sürahi ve Karaf,Mutfak ve Sofra › Sofra ve Servis › Bardak ve Fincan,CREATE_NEW,,false,false,false,,,0,0,0,0,0,0,LOW,
,,,,,,Servis Gereçleri,mutfak-ve-sofra-sofra-ve-servis-servis-gerecleri,Mutfak ve Sofra › Sofra ve Servis › Servis Gereçleri,Mutfak ve Sofra › Sofra ve Servis,CREATE_NEW,,false,false,false,,,0,0,0,0,0,0,LOW,
,,,,,,Tepsi,mutfak-ve-sofra-sofra-ve-servis-servis-gerecleri-tepsi,Mutfak ve Sofra › Sofra ve Servis › Servis Gereçleri › Tepsi,Mutfak ve Sofra › Sofra ve Servis › Servis Gereçleri,CREATE_NEW,,false,false,false,,,0,0,0,0,0,0,LOW,
,,,,,,Sunum Tahtası,mutfak-ve-sofra-sofra-ve-servis-servis-gerecleri-sunum-tahtasi,Mutfak ve Sofra › Sofra ve Servis › Servis Gereçleri › Sunum Tahtası,Mutfak ve Sofra › Sofra ve Servis › Servis Gereçleri,CREATE_NEW,,false,false,false,,,0,0,0,0,0,0,LOW,
,,,,,,Servis Kaşığı,mutfak-ve-sofra-sofra-ve-servis-servis-gerecleri-servis-kasigi,Mutfak ve Sofra › Sofra ve Servis › Servis Gereçleri › Servis Kaşığı,Mutfak ve Sofra › Sofra ve Servis › Servis Gereçleri,CREATE_NEW,,false,false,false,,,0,0,0,0,0,0,LOW,
,,,,,,Şekerlik,mutfak-ve-sofra-sofra-ve-servis-servis-gerecleri-sekerlik,Mutfak ve Sofra › Sofra ve Servis › Servis Gereçleri › Şekerlik,Mutfak ve Sofra › Sofra ve Servis › Servis Gereçleri,CREATE_NEW,,false,false,false,,,0,0,0,0,0,0,LOW,
,,,,,,Yağlık-Sirkelik,mutfak-ve-sofra-sofra-ve-servis-servis-gerecleri-yaglik-sirkelik,Mutfak ve Sofra › Sofra ve Servis › Servis Gereçleri › Yağlık-Sirkelik,Mutfak ve Sofra › Sofra ve Servis › Servis Gereçleri,CREATE_NEW,,false,false,false,,,0,0,0,0,0,0,LOW,
,,,,,,Tuzluk-Biberlik,mutfak-ve-sofra-sofra-ve-servis-servis-gerecleri-tuzluk-biberlik,Mutfak ve Sofra › Sofra ve Servis › Servis Gereçleri › Tuzluk-Biberlik,Mutfak ve Sofra › Sofra ve Servis › Servis Gereçleri,CREATE_NEW,,false,false,false,,,0,0,0,0,0,0,LOW,
cmsg4wpfw0037uzxw13ckreh8,Saklama ve Düzenleme,sifir-urun__mutfak-ve-sofra__saklama-ve-duzenleme,sifir-urun/mutfak-ve-sofra/saklama-ve-duzenleme,cmsg4wpfh0031uzxw20d0o7fi,sifir,Saklama ve Düzenleme,mutfak-ve-sofra-saklama-ve-duzenleme,Mutfak ve Sofra › Saklama ve Düzenleme,Mutfak ve Sofra,KEEP,cmsg4wpfw0037uzxw13ckreh8,true,false,false,,,0,0,0,0,0,0,LOW,
,,,,,,Gıda Saklama,mutfak-ve-sofra-saklama-ve-duzenleme-gida-saklama,Mutfak ve Sofra › Saklama ve Düzenleme › Gıda Saklama,Mutfak ve Sofra › Saklama ve Düzenleme,CREATE_NEW,,false,false,false,,,0,0,0,0,0,0,LOW,
,,,,,,Saklama Kabı,mutfak-ve-sofra-saklama-ve-duzenleme-gida-saklama-saklama-kabi,Mutfak ve Sofra › Saklama ve Düzenleme › Gıda Saklama › Saklama Kabı,Mutfak ve Sofra › Saklama ve Düzenleme › Gıda Saklama,CREATE_NEW,,false,false,false,,,0,0,0,0,0,0,LOW,
,,,,,,Vakumlu Saklama Kabı,mutfak-ve-sofra-saklama-ve-duzenleme-gida-saklama-vakumlu-saklama-kabi,Mutfak ve Sofra › Saklama ve Düzenleme › Gıda Saklama › Vakumlu Saklama Kabı,Mutfak ve Sofra › Saklama ve Düzenleme › Gıda Saklama,CREATE_NEW,,false,false,false,,,0,0,0,0,0,0,LOW,
,,,,,,Kavanoz,mutfak-ve-sofra-saklama-ve-duzenleme-gida-saklama-kavanoz,Mutfak ve Sofra › Saklama ve Düzenleme › Gıda Saklama › Kavanoz,Mutfak ve Sofra › Saklama ve Düzenleme › Gıda Saklama,CREATE_NEW,,false,false,false,,,0,0,0,0,0,0,LOW,
,,,,,,Baharatlık,mutfak-ve-sofra-saklama-ve-duzenleme-gida-saklama-baharatlik,Mutfak ve Sofra › Saklama ve Düzenleme › Gıda Saklama › Baharatlık,Mutfak ve Sofra › Saklama ve Düzenleme › Gıda Saklama,CREATE_NEW,,false,false,false,,,0,0,0,0,0,0,LOW,
,,,,,,Ekmek Kutusu,mutfak-ve-sofra-saklama-ve-duzenleme-gida-saklama-ekmek-kutusu,Mutfak ve Sofra › Saklama ve Düzenleme › Gıda Saklama › Ekmek Kutusu,Mutfak ve Sofra › Saklama ve Düzenleme › Gıda Saklama,CREATE_NEW,,false,false,false,,,0,0,0,0,0,0,LOW,
,,,,,,Buzdolabı Düzenleyici,mutfak-ve-sofra-saklama-ve-duzenleme-gida-saklama-buzdolabi-duzenleyici,Mutfak ve Sofra › Saklama ve Düzenleme › Gıda Saklama › Buzdolabı Düzenleyici,Mutfak ve Sofra › Saklama ve Düzenleme › Gıda Saklama,CREATE_NEW,,false,false,false,,,0,0,0,0,0,0,LOW,
,,,,,,Mutfak Düzenleme,mutfak-ve-sofra-saklama-ve-duzenleme-mutfak-duzenleme,Mutfak ve Sofra › Saklama ve Düzenleme › Mutfak Düzenleme,Mutfak ve Sofra › Saklama ve Düzenleme,CREATE_NEW,,false,false,false,,,0,0,0,0,0,0,LOW,
,,,,,,Kaşıklık,mutfak-ve-sofra-saklama-ve-duzenleme-mutfak-duzenleme-kasiklik,Mutfak ve Sofra › Saklama ve Düzenleme › Mutfak Düzenleme › Kaşıklık,Mutfak ve Sofra › Saklama ve Düzenleme › Mutfak Düzenleme,CREATE_NEW,,false,false,false,,,0,0,0,0,0,0,LOW,
,,,,,,Bulaşıklık,mutfak-ve-sofra-saklama-ve-duzenleme-mutfak-duzenleme-bulasiklik,Mutfak ve Sofra › Saklama ve Düzenleme › Mutfak Düzenleme › Bulaşıklık,Mutfak ve Sofra › Saklama ve Düzenleme › Mutfak Düzenleme,CREATE_NEW,,false,false,false,,,0,0,0,0,0,0,LOW,
,,,,,,Raf Düzenleyici,mutfak-ve-sofra-saklama-ve-duzenleme-mutfak-duzenleme-raf-duzenleyici,Mutfak ve Sofra › Saklama ve Düzenleme › Mutfak Düzenleme › Raf Düzenleyici,Mutfak ve Sofra › Saklama ve Düzenleme › Mutfak Düzenleme,CREATE_NEW,,false,false,false,,,0,0,0,0,0,0,LOW,
,,,,,,Dolap İçi Düzenleyici,mutfak-ve-sofra-saklama-ve-duzenleme-mutfak-duzenleme-dolap-ici-duzenleyici,Mutfak ve Sofra › Saklama ve Düzenleme › Mutfak Düzenleme › Dolap İçi Düzenleyici,Mutfak ve Sofra › Saklama ve Düzenleme › Mutfak Düzenleme,CREATE_NEW,,false,false,false,,,0,0,0,0,0,0,LOW,
,,,,,,Poşetlik,mutfak-ve-sofra-saklama-ve-duzenleme-mutfak-duzenleme-posetlik,Mutfak ve Sofra › Saklama ve Düzenleme › Mutfak Düzenleme › Poşetlik,Mutfak ve Sofra › Saklama ve Düzenleme › Mutfak Düzenleme,CREATE_NEW,,false,false,false,,,0,0,0,0,0,0,LOW,
,,,,,,Çöp Kovası,mutfak-ve-sofra-saklama-ve-duzenleme-mutfak-duzenleme-cop-kovasi,Mutfak ve Sofra › Saklama ve Düzenleme › Mutfak Düzenleme › Çöp Kovası,Mutfak ve Sofra › Saklama ve Düzenleme › Mutfak Düzenleme,CREATE_NEW,,false,false,false,,,0,0,0,0,0,0,LOW,
cmsg4wpgf003duzxwqk7h76y1,Su Arıtma,sifir-urun__mutfak-ve-sofra__su-aritma,sifir-urun/mutfak-ve-sofra/su-aritma,cmsg4wpfh0031uzxw20d0o7fi,sifir,Su Arıtma,mutfak-ve-sofra-su-aritma,Mutfak ve Sofra › Su Arıtma,Mutfak ve Sofra,KEEP,cmsg4wpgf003duzxwqk7h76y1,true,false,false,,,0,0,0,10,0,0,LOW,
