categoryPath,variantAttributeSlug,requiredForVariant,sortOrder,duplicateKeyRule,notes
Ev Aletleri › Beyaz Eşya › Soğutma › Buzdolabı,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Ev Aletleri › Beyaz Eşya › Soğutma › Mini Buzdolabı,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Ev Aletleri › Beyaz Eşya › Soğutma › Derin Dondurucu,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Ev Aletleri › Beyaz Eşya › Soğutma › Şarap Dolabı,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Ev Aletleri › Beyaz Eşya › Çamaşır Bakımı › Çamaşır Makinesi,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Ev Aletleri › Beyaz Eşya › Çamaşır Bakımı › Kurutma Makinesi,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Ev Aletleri › Beyaz Eşya › Çamaşır Bakımı › Kurutmalı Çamaşır Makinesi,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Ev Aletleri › Beyaz Eşya › Bulaşık ve Mutfak › Bulaşık Makinesi,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Ev Aletleri › Beyaz Eşya › Bulaşık ve Mutfak › Ankastre Bulaşık Makinesi,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Ev Aletleri › Beyaz Eşya › Pişirme › Fırın,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Ev Aletleri › Beyaz Eşya › Pişirme › Ocak,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Ev Aletleri › Beyaz Eşya › Pişirme › Davlumbaz,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Ev Aletleri › Beyaz Eşya › Pişirme › Aspiratör,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Ev Aletleri › Beyaz Eşya › Pişirme › Ankastre Set,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Ev Aletleri › Beyaz Eşya › Pişirme › Mikrodalga Fırın,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Ev Aletleri › Beyaz Eşya › İklimlendirme › Klima,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Ev Aletleri › Beyaz Eşya › İklimlendirme › Portatif Klima,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Ev Aletleri › Beyaz Eşya › İklimlendirme › Vantilatör,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Ev Aletleri › Beyaz Eşya › İklimlendirme › Hava Soğutucu,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Ev Aletleri › Beyaz Eşya › İklimlendirme › Isıtıcı,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Ev Aletleri › Beyaz Eşya › İklimlendirme › Kombi,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Ev Aletleri › Beyaz Eşya › İklimlendirme › Şofben,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Ev Aletleri › Beyaz Eşya › İklimlendirme › Termosifon,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Ev Aletleri › Küçük Ev Aletleri › Temizlik › Robot Süpürge,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Ev Aletleri › Küçük Ev Aletleri › Temizlik › Dikey Süpürge,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Ev Aletleri › Küçük Ev Aletleri › Temizlik › Toz Torbalı Süpürge,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Ev Aletleri › Küçük Ev Aletleri › Temizlik › Toz Torbasız Süpürge,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Ev Aletleri › Küçük Ev Aletleri › Temizlik › Islak-Kuru Süpürge,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Ev Aletleri › Küçük Ev Aletleri › Temizlik › Buharlı Temizleyici,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Ev Aletleri › Küçük Ev Aletleri › Temizlik › Halı Yıkama Makinesi,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Ev Aletleri › Küçük Ev Aletleri › Temizlik › Cam Temizleme Robotu,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Ev Aletleri › Küçük Ev Aletleri › Ütü ve Dikiş › Buharlı Ütü,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Ev Aletleri › Küçük Ev Aletleri › Ütü ve Dikiş › Kazanlı Ütü,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Ev Aletleri › Küçük Ev Aletleri › Ütü ve Dikiş › Dikey Ütü,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Ev Aletleri › Küçük Ev Aletleri › Ütü ve Dikiş › Ütü Masası,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Ev Aletleri › Küçük Ev Aletleri › Ütü ve Dikiş › Dikiş Makinesi,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Ev Aletleri › Küçük Ev Aletleri › Ütü ve Dikiş › Overlok Makinesi,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Ev Aletleri › Küçük Ev Aletleri › Hava Kalitesi › Hava Temizleyici,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Ev Aletleri › Küçük Ev Aletleri › Hava Kalitesi › Nem Alma Cihazı,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Ev Aletleri › Küçük Ev Aletleri › Hava Kalitesi › Nemlendirici,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Ev Aletleri › Küçük Ev Aletleri › Hava Kalitesi › Ozon Cihazı,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Ev Aletleri › Küçük Ev Aletleri › Kişisel Konfor › Elektrikli Battaniye,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Ev Aletleri › Küçük Ev Aletleri › Kişisel Konfor › Ayak Isıtıcı,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Ev Aletleri › Küçük Ev Aletleri › Kişisel Konfor › Elektrikli Soba,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Ev Aletleri › Küçük Ev Aletleri › Kişisel Konfor › Sinekkapan Cihazı,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Mutfak ve Sofra › Pişirme › Elektrikli Pişirme › Airfryer,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Mutfak ve Sofra › Pişirme › Elektrikli Pişirme › Mini Fırın,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Mutfak ve Sofra › Pişirme › Elektrikli Pişirme › Elektrikli Izgara,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Mutfak ve Sofra › Pişirme › Elektrikli Pişirme › Tost Makinesi,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Mutfak ve Sofra › Pişirme › Elektrikli Pişirme › Waffle Makinesi,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Mutfak ve Sofra › Pişirme › Elektrikli Pişirme › Krep Makinesi,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Mutfak ve Sofra › Pişirme › Elektrikli Pişirme › Ekmek Yapma Makinesi,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Mutfak ve Sofra › Pişirme › Elektrikli Pişirme › Yoğurt Makinesi,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Mutfak ve Sofra › Pişirme › Tencere ve Tavalar › Tencere,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Mutfak ve Sofra › Pişirme › Tencere ve Tavalar › Tencere Seti,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Mutfak ve Sofra › Pişirme › Tencere ve Tavalar › Tava,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Mutfak ve Sofra › Pişirme › Tencere ve Tavalar › Döküm Tencere,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Mutfak ve Sofra › Pişirme › Tencere ve Tavalar › Döküm Tava,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Mutfak ve Sofra › Pişirme › Tencere ve Tavalar › Düdüklü Tencere,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Mutfak ve Sofra › Pişirme › Tencere ve Tavalar › Sahan,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Mutfak ve Sofra › Pişirme › Tencere ve Tavalar › Wok Tava,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Mutfak ve Sofra › Pişirme › Fırın Gereçleri › Fırın Tepsisi,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Mutfak ve Sofra › Pişirme › Fırın Gereçleri › Kek Kalıbı,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Mutfak ve Sofra › Pişirme › Fırın Gereçleri › Borcam ve Fırın Kabı,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Mutfak ve Sofra › Pişirme › Fırın Gereçleri › Silikon Kalıp,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Mutfak ve Sofra › Pişirme › Fırın Gereçleri › Pişirme Kağıdı ve Mat,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Mutfak ve Sofra › Hazırlık › Mutfak Robotları › Mutfak Robotu,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Mutfak ve Sofra › Hazırlık › Mutfak Robotları › Blender,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Mutfak ve Sofra › Hazırlık › Mutfak Robotları › El Blenderı,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Mutfak ve Sofra › Hazırlık › Mutfak Robotları › Mikser,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Mutfak ve Sofra › Hazırlık › Mutfak Robotları › Doğrayıcı,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Mutfak ve Sofra › Hazırlık › Mutfak Robotları › Rondo,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Mutfak ve Sofra › Hazırlık › Mutfak Robotları › Hamur Yoğurma Makinesi,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Mutfak ve Sofra › Hazırlık › Kesme ve Doğrama › Bıçak,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Mutfak ve Sofra › Hazırlık › Kesme ve Doğrama › Bıçak Seti,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Mutfak ve Sofra › Hazırlık › Kesme ve Doğrama › Kesme Tahtası,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Mutfak ve Sofra › Hazırlık › Kesme ve Doğrama › Rende,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Mutfak ve Sofra › Hazırlık › Kesme ve Doğrama › Soyacak,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Mutfak ve Sofra › Hazırlık › Kesme ve Doğrama › Mutfak Makası,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Mutfak ve Sofra › Hazırlık › Kesme ve Doğrama › Bileme Aleti,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Mutfak ve Sofra › Hazırlık › Ölçme ve Yardımcılar › Mutfak Tartısı,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Mutfak ve Sofra › Hazırlık › Ölçme ve Yardımcılar › Ölçü Kabı,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Mutfak ve Sofra › Hazırlık › Ölçme ve Yardımcılar › Termometre,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Mutfak ve Sofra › Hazırlık › Ölçme ve Yardımcılar › Süzgeç,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Mutfak ve Sofra › Hazırlık › Ölçme ve Yardımcılar › Kevgir,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Mutfak ve Sofra › Hazırlık › Ölçme ve Yardımcılar › Huni,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Mutfak ve Sofra › Hazırlık › Ölçme ve Yardımcılar › Spatula,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Mutfak ve Sofra › Hazırlık › Ölçme ve Yardımcılar › Maşa,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Mutfak ve Sofra › Hazırlık › Ölçme ve Yardımcılar › Çırpıcı,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Mutfak ve Sofra › İçecek Hazırlama › Kahve › Türk Kahvesi Makinesi,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Mutfak ve Sofra › İçecek Hazırlama › Kahve › Filtre Kahve Makinesi,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Mutfak ve Sofra › İçecek Hazırlama › Kahve › Espresso Makinesi,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Mutfak ve Sofra › İçecek Hazırlama › Kahve › Kapsül Kahve Makinesi,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Mutfak ve Sofra › İçecek Hazırlama › Kahve › Kahve Öğütücü,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Mutfak ve Sofra › İçecek Hazırlama › Kahve › French Press,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Mutfak ve Sofra › İçecek Hazırlama › Kahve › Moka Pot,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Mutfak ve Sofra › İçecek Hazırlama › Kahve › Kahve Demleme Ekipmanı,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Mutfak ve Sofra › İçecek Hazırlama › Çay ve Sıcak İçecek › Çay Makinesi,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Mutfak ve Sofra › İçecek Hazırlama › Çay ve Sıcak İçecek › Su Isıtıcısı,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Mutfak ve Sofra › İçecek Hazırlama › Çay ve Sıcak İçecek › Semaver,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Mutfak ve Sofra › İçecek Hazırlama › Çay ve Sıcak İçecek › Termos,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Mutfak ve Sofra › İçecek Hazırlama › Çay ve Sıcak İçecek › Mug ve Termos Bardak,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Mutfak ve Sofra › İçecek Hazırlama › Soğuk İçecek › Katı Meyve Sıkacağı,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Mutfak ve Sofra › İçecek Hazırlama › Soğuk İçecek › Narenciye Sıkacağı,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Mutfak ve Sofra › İçecek Hazırlama › Soğuk İçecek › Smoothie Blender,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Mutfak ve Sofra › İçecek Hazırlama › Soğuk İçecek › Soda Makinesi,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Mutfak ve Sofra › İçecek Hazırlama › Soğuk İçecek › Buz Makinesi,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Mutfak ve Sofra › Sofra ve Servis › Yemek Takımları › Yemek Takımı,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Mutfak ve Sofra › Sofra ve Servis › Yemek Takımları › Kahvaltı Takımı,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Mutfak ve Sofra › Sofra ve Servis › Yemek Takımları › Çatal-Kaşık-Bıçak Seti,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Mutfak ve Sofra › Sofra ve Servis › Yemek Takımları › Servis Tabağı,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Mutfak ve Sofra › Sofra ve Servis › Yemek Takımları › Salata Kasesi,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Mutfak ve Sofra › Sofra ve Servis › Bardak ve Fincan › Su Bardağı,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Mutfak ve Sofra › Sofra ve Servis › Bardak ve Fincan › Çay Bardağı,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Mutfak ve Sofra › Sofra ve Servis › Bardak ve Fincan › Kahve Fincanı,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Mutfak ve Sofra › Sofra ve Servis › Bardak ve Fincan › Kupa,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Mutfak ve Sofra › Sofra ve Servis › Bardak ve Fincan › Kadeh,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Mutfak ve Sofra › Sofra ve Servis › Bardak ve Fincan › Sürahi ve Karaf,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Mutfak ve Sofra › Sofra ve Servis › Servis Gereçleri › Tepsi,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Mutfak ve Sofra › Sofra ve Servis › Servis Gereçleri › Sunum Tahtası,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Mutfak ve Sofra › Sofra ve Servis › Servis Gereçleri › Servis Kaşığı,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Mutfak ve Sofra › Sofra ve Servis › Servis Gereçleri › Şekerlik,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Mutfak ve Sofra › Sofra ve Servis › Servis Gereçleri › Yağlık-Sirkelik,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Mutfak ve Sofra › Sofra ve Servis › Servis Gereçleri › Tuzluk-Biberlik,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Mutfak ve Sofra › Saklama ve Düzenleme › Gıda Saklama › Saklama Kabı,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Mutfak ve Sofra › Saklama ve Düzenleme › Gıda Saklama › Vakumlu Saklama Kabı,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Mutfak ve Sofra › Saklama ve Düzenleme › Gıda Saklama › Kavanoz,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Mutfak ve Sofra › Saklama ve Düzenleme › Gıda Saklama › Baharatlık,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Mutfak ve Sofra › Saklama ve Düzenleme › Gıda Saklama › Ekmek Kutusu,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Mutfak ve Sofra › Saklama ve Düzenleme › Gıda Saklama › Buzdolabı Düzenleyici,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Mutfak ve Sofra › Saklama ve Düzenleme › Mutfak Düzenleme › Kaşıklık,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Mutfak ve Sofra › Saklama ve Düzenleme › Mutfak Düzenleme › Bulaşıklık,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Mutfak ve Sofra › Saklama ve Düzenleme › Mutfak Düzenleme › Raf Düzenleyici,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Mutfak ve Sofra › Saklama ve Düzenleme › Mutfak Düzenleme › Dolap İçi Düzenleyici,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Mutfak ve Sofra › Saklama ve Düzenleme › Mutfak Düzenleme › Poşetlik,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Mutfak ve Sofra › Saklama ve Düzenleme › Mutfak Düzenleme › Çöp Kovası,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Mutfak ve Sofra › Su Arıtma › Su Arıtma Ürünleri › Filtreli Sürahi,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Mutfak ve Sofra › Su Arıtma › Su Arıtma Ürünleri › Su Arıtma Cihazı,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Mutfak ve Sofra › Su Arıtma › Su Arıtma Ürünleri › Musluk Filtresi,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Mutfak ve Sofra › Su Arıtma › Su Arıtma Ürünleri › Yedek Filtre,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Mutfak ve Sofra › Su Arıtma › Su Arıtma Ürünleri › Su Sebili,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Mutfak ve Sofra › Su Arıtma › Su Arıtma Ürünleri › Tezgah Üstü Su Arıtıcı,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Ev ve Yaşam › Mobilya › Salon › Koltuk Takımı,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Ev ve Yaşam › Mobilya › Salon › Kanepe,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Ev ve Yaşam › Mobilya › Salon › Berjer,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Ev ve Yaşam › Mobilya › Salon › TV Ünitesi,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Ev ve Yaşam › Mobilya › Salon › Orta Sehpa,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Ev ve Yaşam › Mobilya › Salon › Yan Sehpa,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Ev ve Yaşam › Mobilya › Salon › Kitaplık,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Ev ve Yaşam › Mobilya › Salon › Konsol,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Ev ve Yaşam › Mobilya › Salon › Vitrin,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Ev ve Yaşam › Mobilya › Yatak Odası › Yatak Odası Takımı,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Ev ve Yaşam › Mobilya › Yatak Odası › Yatak,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Ev ve Yaşam › Mobilya › Yatak Odası › Baza,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Ev ve Yaşam › Mobilya › Yatak Odası › Başlık,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Ev ve Yaşam › Mobilya › Yatak Odası › Gardırop,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Ev ve Yaşam › Mobilya › Yatak Odası › Şifonyer,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Ev ve Yaşam › Mobilya › Yatak Odası › Komodin,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Ev ve Yaşam › Mobilya › Yatak Odası › Makyaj Masası,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Ev ve Yaşam › Mobilya › Yemek Odası › Yemek Masası,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Ev ve Yaşam › Mobilya › Yemek Odası › Sandalye,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Ev ve Yaşam › Mobilya › Yemek Odası › Yemek Odası Takımı,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Ev ve Yaşam › Mobilya › Yemek Odası › Bank,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Ev ve Yaşam › Mobilya › Yemek Odası › Bar Masası,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Ev ve Yaşam › Mobilya › Yemek Odası › Bar Sandalyesi,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Ev ve Yaşam › Mobilya › Çalışma Odası › Çalışma Masası,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Ev ve Yaşam › Mobilya › Çalışma Odası › Ofis Koltuğu,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Ev ve Yaşam › Mobilya › Çalışma Odası › Çalışma Koltuğu,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Ev ve Yaşam › Mobilya › Çalışma Odası › Dosya Dolabı,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Ev ve Yaşam › Mobilya › Çalışma Odası › Raf,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Ev ve Yaşam › Mobilya › Çalışma Odası › Toplantı Masası,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Ev ve Yaşam › Mobilya › Çocuk ve Genç Odası › Çocuk Odası Takımı,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Ev ve Yaşam › Mobilya › Çocuk ve Genç Odası › Genç Odası Takımı,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Ev ve Yaşam › Mobilya › Çocuk ve Genç Odası › Çocuk Yatağı,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Ev ve Yaşam › Mobilya › Çocuk ve Genç Odası › Ranza,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Ev ve Yaşam › Mobilya › Çocuk ve Genç Odası › Çalışma Masası,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Ev ve Yaşam › Mobilya › Çocuk ve Genç Odası › Oyuncak Dolabı,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Ev ve Yaşam › Mobilya › Antre ve Balkon › Portmanto,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Ev ve Yaşam › Mobilya › Antre ve Balkon › Ayakkabılık,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Ev ve Yaşam › Mobilya › Antre ve Balkon › Dresuar,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Ev ve Yaşam › Mobilya › Antre ve Balkon › Balkon Mobilyası,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Ev ve Yaşam › Mobilya › Antre ve Balkon › Bahçe Mobilyası,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
Ev ve Yaşam › Ev Tekstili › Yatak Tekstili › Nevresim Takımı,renk,false,1,attributesHash sorted option ids,generic plan — refine per leaf in FAZ A
